epoch	hours	top1Accuracy
1	0.01501867	34.89
2	0.02802571	45.62
3	0.04087565	49.79
4	0.05518084	41.28
5	0.06805184	54.98
6	0.08149160	56.27
7	0.09530937	55.08
8	0.10891963	50.78
9	0.12204500	51.58
10	0.13557498	51.97
11	0.14906409	58.34
12	0.16270435	55.76
13	0.17670274	44.27
14	0.19086747	54.71
15	0.20424882	58.63
16	0.21812721	52.79
17	0.23091117	63.31
18	0.24578348	67.29
19	0.25920730	65.62
20	0.27229719	64.35
21	0.28584247	62.83
22	0.29918285	64.56
23	0.31262405	56.70
24	0.32674667	62.82
25	0.33998218	59.91
26	0.35345882	64.67
27	0.36653924	67.73
28	0.38030176	69.93
29	0.39378999	69.30
30	0.40731257	51.97
31	0.42093579	67.49
32	0.43429122	62.74
33	0.44747091	66.78
34	0.46025545	71.49
35	0.47375541	66.01
36	0.48670006	61.68
37	0.50002772	75.05
38	0.51303632	73.00
39	0.52650586	70.39
40	0.53984235	68.77
41	0.55373583	66.61
42	0.56654342	69.59
43	0.58008687	70.62
44	0.59401459	73.62
45	0.60804242	73.31
46	0.62206929	70.96
47	0.63556151	72.49
48	0.64902499	76.70
49	0.66106113	75.32
50	0.67504902	69.08
51	0.68865504	68.06
52	0.70209642	68.55
53	0.71615505	73.90
54	0.72938318	72.85
55	0.74369235	72.98
56	0.75716344	67.27
57	0.77115356	66.69
58	0.78540536	75.89
59	0.79844606	74.01
60	0.81196361	77.25
61	0.82533556	73.05
62	0.83891776	73.18
63	0.85211154	78.57
64	0.86606596	77.38
65	0.87903038	75.91
66	0.89232743	74.59
67	0.90458713	76.84
68	0.91797726	77.08
69	0.93152727	74.80
70	0.94483521	77.19
71	0.95787828	78.98
72	0.97153660	69.41
73	0.98465954	77.58
74	0.99813365	74.54
75	1.01127295	76.85
76	1.02491600	80.14
77	1.03849367	78.53
78	1.05199151	76.67
79	1.06522885	80.99
80	1.07905360	79.82
81	1.09275921	81.26
82	1.10624357	78.96
83	1.12023548	77.09
84	1.13401843	75.65
85	1.14714608	81.21
86	1.16044140	81.16
87	1.17404490	79.98
88	1.18761109	82.42
89	1.20111722	83.16
90	1.21453727	81.23
91	1.22841168	82.12
92	1.24200346	82.66
93	1.25538808	82.54
94	1.26881263	84.56
95	1.28170599	85.49
96	1.29506596	85.65
97	1.30834141	85.21
98	1.32124238	85.21
99	1.33422769	85.74
100	1.34748660	86.37
