epoch	hours	top1Accuracy
1	0.00273404	34.79
2	0.00390401	41.82
3	0.00509150	43.79
4	0.00629185	41.79
5	0.00746562	46.41
6	0.00865397	49.67
7	0.00985794	47.36
8	0.01103461	49.19
9	0.01221967	47.73
10	0.01342422	48.30
11	0.01460369	50.02
12	0.01580204	50.11
13	0.01700259	48.02
14	0.01818211	46.39
15	0.01936440	47.78
16	0.02054620	46.79
17	0.02173358	42.84
18	0.02291474	39.20
19	0.02409309	33.05
20	0.02527639	30.53
21	0.02645589	26.58
22	0.02763628	24.74
23	0.02882547	22.94
24	0.03000836	21.99
25	0.03118855	21.94
26	0.03238042	21.55
27	0.03356010	21.00
28	0.03474073	21.03
29	0.03592085	20.35
30	0.03710245	20.31
31	0.03829457	19.53
32	0.03951665	18.50
33	0.04069557	17.35
34	0.04187787	16.23
35	0.04306277	14.40
36	0.04423721	11.98
37	0.04541891	10.13
38	0.04660474	10.02
39	0.04777866	9.97
40	0.04896098	9.81
