epoch	hours	top1Accuracy
1	0.00344806	28.48
2	0.00618213	35.04
3	0.00890995	42.22
4	0.01163950	48.02
5	0.01437467	46.40
6	0.01711381	43.48
7	0.01985375	19.17
8	0.02259022	31.81
9	0.02532188	46.80
10	0.02805715	58.39
11	0.03079701	61.79
12	0.03353576	55.50
13	0.03627425	59.43
14	0.03901294	60.91
15	0.04174988	59.48
16	0.04448955	66.35
17	0.04723482	66.19
18	0.04997934	70.01
19	0.05271939	56.67
20	0.05545926	61.39
21	0.05819712	59.16
22	0.06093412	49.50
23	0.06366826	43.32
24	0.06640231	54.79
25	0.06913175	44.89
26	0.07186063	54.23
27	0.07458859	61.31
28	0.07731711	54.49
29	0.08004753	57.12
30	0.08277538	44.32
31	0.08550170	38.75
32	0.08822965	41.62
33	0.09095598	54.64
34	0.09367499	52.60
35	0.09639395	52.15
36	0.09911516	58.07
37	0.10183156	56.68
38	0.10454808	60.88
39	0.10726380	53.48
40	0.10997787	61.43
41	0.11269787	62.66
42	0.11541657	53.45
43	0.11813598	61.81
44	0.12086070	70.93
45	0.12358161	72.39
46	0.12629961	72.36
47	0.12901778	74.82
48	0.13173544	75.15
49	0.13445626	76.03
50	0.13717101	76.90
