epoch	hours	top1Accuracy
1	0.00270089	37.54
2	0.00472519	66.28
3	0.00666704	60.21
4	0.00865739	73.65
5	0.01066822	74.96
6	0.01269106	78.04
7	0.01463282	79.34
8	0.01664202	79.53
9	0.01862664	78.58
10	0.02068411	82.80
11	0.02259398	79.71
12	0.02455058	80.25
13	0.02654151	81.50
14	0.02862582	74.96
15	0.03060914	83.25
16	0.03266373	82.55
17	0.03482659	84.85
18	0.03681578	80.31
19	0.03880809	72.04
20	0.04078784	80.20
21	0.04277248	81.01
22	0.04476625	80.70
23	0.04670006	82.34
24	0.04874553	84.80
25	0.05072604	82.28
26	0.05278931	84.04
27	0.05472741	82.86
28	0.05671920	83.46
29	0.05871832	84.56
30	0.06066395	80.55
31	0.06264123	78.07
32	0.06465035	83.42
33	0.06681907	84.61
34	0.06891046	85.51
35	0.07083805	82.06
36	0.07290555	82.71
37	0.07486870	84.74
38	0.07691468	85.63
39	0.07888845	80.89
40	0.08101922	84.80
41	0.08298705	85.75
42	0.08491534	79.90
43	0.08695382	87.83
44	0.08891536	83.55
45	0.09091743	87.46
46	0.09304604	85.11
47	0.09499478	86.54
48	0.09702850	86.68
49	0.09907171	86.63
50	0.10100302	88.52
51	0.10295542	88.71
52	0.10500928	87.08
53	0.10699978	87.56
54	0.10893440	84.78
55	0.11087364	83.62
56	0.11279151	86.58
57	0.11479883	88.08
58	0.11678140	85.22
59	0.11873115	85.62
60	0.12078336	86.13
61	0.12272512	86.85
62	0.12468253	86.09
63	0.12663632	84.97
64	0.12858066	88.39
65	0.13051333	85.04
66	0.13244957	86.42
67	0.13443402	85.74
68	0.13647868	87.48
69	0.13843853	86.88
70	0.14048706	89.67
71	0.14248765	88.53
72	0.14446469	89.92
73	0.14646986	86.14
74	0.14841561	89.49
75	0.15050545	86.76
76	0.15245284	90.19
77	0.15450192	87.31
78	0.15653440	88.97
79	0.15848394	89.40
80	0.16050785	89.23
81	0.16246438	90.25
82	0.16458041	89.02
83	0.16653009	89.64
84	0.16865142	90.77
85	0.17057983	91.94
86	0.17252084	91.42
87	0.17454159	90.03
88	0.17650708	91.89
89	0.17858558	92.03
90	0.18051848	92.83
91	0.18254744	92.49
92	0.18457691	91.66
93	0.18659430	92.55
94	0.18857335	93.52
95	0.19053814	92.86
96	0.19250467	93.24
97	0.19443151	93.70
98	0.19641376	93.84
99	0.19835968	93.97
100	0.20033221	94.00
