epoch	hours	top1Accuracy
1	0.00204710	43.47
2	0.00341803	64.18
3	0.00478764	69.10
4	0.00616266	71.51
5	0.00753653	73.86
6	0.00891061	73.74
7	0.01028374	76.99
8	0.01165693	80.53
9	0.01302992	76.81
10	0.01440494	83.60
11	0.01577946	80.50
12	0.01715506	80.40
13	0.01853216	80.43
14	0.01990851	80.32
15	0.02128496	80.36
16	0.02266030	71.35
17	0.02403684	75.35
18	0.02541395	74.15
19	0.02678905	75.30
20	0.02816697	74.26
21	0.02954284	68.05
22	0.03091857	67.44
23	0.03229487	67.77
24	0.03367072	67.47
25	0.03504478	56.67
26	0.03641626	64.64
27	0.03778735	31.93
28	0.03915808	63.60
29	0.04052713	64.60
30	0.04189769	65.94
31	0.04326878	66.96
32	0.04463611	48.85
33	0.04600281	65.24
34	0.04736877	66.47
35	0.04873593	52.64
36	0.05010060	61.07
37	0.05146370	60.08
38	0.05282664	66.54
39	0.05419042	61.90
40	0.05555235	66.92
41	0.05691347	64.34
42	0.05827582	66.66
43	0.05963797	61.94
44	0.06099987	63.79
45	0.06236039	56.99
46	0.06371978	66.72
47	0.06507735	60.12
48	0.06643770	63.02
49	0.06779404	60.23
50	0.06915223	64.75
51	0.07051053	66.04
52	0.07186544	63.65
53	0.07322292	62.57
54	0.07457847	63.58
55	0.07593327	62.76
56	0.07728921	41.07
57	0.07864272	66.91
58	0.07999814	68.14
59	0.08135383	61.83
60	0.08270941	59.14
61	0.08406590	69.49
62	0.08542117	62.07
63	0.08677277	64.05
64	0.08812332	60.58
65	0.08947742	56.56
66	0.09083033	60.44
67	0.09218427	60.72
68	0.09353973	67.42
69	0.09489316	60.15
70	0.09624457	64.31
71	0.09759700	66.70
72	0.09894991	65.82
73	0.10030211	70.67
74	0.10165435	64.02
75	0.10300507	66.25
76	0.10435706	61.57
77	0.10570851	68.08
78	0.10705977	71.32
79	0.10841412	73.84
80	0.10976614	68.72
81	0.11111610	73.08
82	0.11246505	69.84
83	0.11381344	73.09
84	0.11516165	75.74
85	0.11651110	69.41
86	0.11785839	76.09
87	0.11920786	77.61
88	0.12055581	77.25
89	0.12190493	76.88
90	0.12325338	78.25
91	0.12459999	75.96
92	0.12594565	78.86
93	0.12729390	78.88
94	0.12864168	80.09
95	0.12998769	77.39
96	0.13133491	79.82
97	0.13268228	81.15
98	0.13402787	81.14
99	0.13537682	82.32
100	0.13672387	82.31
