epoch	hours	top1Accuracy
1	0.00206267	31.32
2	0.00340210	46.25
3	0.00474283	57.06
4	0.00608296	58.56
5	0.00742457	58.34
6	0.00878198	66.74
7	0.01014113	70.81
8	0.01150563	66.60
9	0.01285646	67.04
10	0.01420221	72.88
11	0.01554545	73.58
12	0.01689075	72.12
13	0.01823560	75.56
14	0.01958036	74.35
15	0.02092481	72.95
16	0.02227010	74.08
17	0.02361690	73.77
18	0.02496231	73.26
19	0.02630736	75.43
20	0.02765298	73.62
21	0.02899762	74.52
22	0.03034276	72.79
23	0.03168936	74.44
24	0.03303533	73.22
25	0.03438134	72.34
26	0.03572709	65.52
27	0.03707306	75.12
28	0.03841860	75.38
29	0.03976448	71.19
30	0.04111011	68.02
31	0.04245607	68.32
32	0.04380189	71.88
33	0.04514759	72.72
34	0.04649352	71.60
35	0.04783974	68.68
36	0.04918684	73.23
37	0.05053370	68.80
38	0.05187957	72.76
39	0.05322515	71.34
40	0.05457218	72.20
41	0.05591813	59.72
42	0.05726565	71.43
43	0.05861504	71.21
44	0.05996252	69.43
45	0.06131056	73.12
46	0.06265802	73.80
47	0.06400449	53.00
48	0.06535213	70.46
49	0.06669957	69.78
50	0.06804735	63.65
51	0.06939467	66.04
52	0.07074198	70.98
53	0.07208959	70.34
54	0.07343714	74.25
55	0.07478461	71.44
56	0.07613228	74.70
57	0.07747982	72.47
58	0.07882659	71.37
59	0.08017468	73.66
60	0.08152022	74.17
61	0.08286869	72.58
62	0.08421565	75.54
63	0.08556256	68.39
64	0.08691005	75.01
65	0.08825785	72.38
66	0.08960475	74.42
67	0.09095209	76.09
68	0.09230079	74.56
69	0.09364855	75.61
70	0.09499574	76.10
71	0.09634337	76.10
72	0.09769072	75.43
73	0.09903836	74.91
74	0.10038633	76.45
75	0.10173310	76.14
76	0.10308017	75.93
77	0.10442684	77.36
78	0.10577355	77.22
79	0.10712042	76.10
80	0.10846660	78.17
81	0.10981338	76.81
82	0.11116036	77.83
83	0.11250619	77.83
84	0.11385226	77.82
85	0.11519834	78.31
86	0.11654402	77.74
87	0.11788898	78.25
88	0.11923255	77.81
89	0.12057628	79.07
90	0.12192091	78.19
91	0.12326326	78.90
92	0.12460540	79.09
93	0.12594755	78.56
94	0.12728916	78.92
95	0.12863113	79.47
96	0.12997179	79.48
97	0.13131190	79.53
98	0.13265251	80.28
99	0.13399241	80.55
100	0.13533280	80.45
