epoch	hours	top1Accuracy
1	0.00477811	36.29
2	0.00714768	17.52
3	0.00950395	37.26
4	0.01184283	19.56
5	0.01418999	18.12
6	0.01653776	14.06
7	0.01888592	19.54
8	0.02123612	13.45
9	0.02358470	13.81
10	0.02593565	16.88
11	0.02923742	48.25
12	0.03157708	17.50
13	0.03392132	19.36
14	0.03626835	12.14
15	0.03861384	16.41
16	0.04096099	23.30
17	0.04331158	14.89
18	0.04565200	27.72
19	0.04799794	10.02
20	0.05042807	21.84
21	0.05366592	44.49
22	0.05603631	13.29
23	0.05836922	14.99
24	0.06070931	21.61
25	0.06305477	15.80
26	0.06539056	21.51
27	0.06772377	16.29
28	0.07007928	19.28
29	0.07242310	19.90
30	0.07474982	20.44
31	0.07795437	49.32
32	0.08033075	22.11
33	0.08265510	15.44
34	0.08499150	26.79
35	0.08732239	16.39
36	0.08964392	36.86
37	0.09197658	18.00
38	0.09430716	16.65
39	0.09663306	19.01
40	0.09896613	22.41
41	0.10231302	52.73
42	0.10463711	22.84
43	0.10696523	34.93
44	0.10928568	28.22
45	0.11160309	46.77
46	0.11398935	43.27
47	0.11630847	52.61
48	0.11864303	45.82
49	0.12096048	51.60
50	0.12327316	59.01
