epoch	hours	top1Accuracy
1	0.00202493	31.32
2	0.00339707	45.73
3	0.00477269	54.08
4	0.00614852	58.00
5	0.00752301	65.54
6	0.00889838	69.77
7	0.01027296	71.78
8	0.01164702	68.20
9	0.01302350	67.20
10	0.01439815	74.24
11	0.01577495	74.90
12	0.01714990	75.19
13	0.01852561	76.36
14	0.01990344	74.66
15	0.02128033	77.87
16	0.02265594	77.92
17	0.02403432	77.48
18	0.02541346	80.05
19	0.02679102	78.36
20	0.02816886	77.87
21	0.02954601	78.24
22	0.03092547	78.91
23	0.03230395	80.98
24	0.03368295	79.34
25	0.03506244	78.12
26	0.03644260	79.98
27	0.03782278	78.85
28	0.03920197	79.88
29	0.04058096	80.92
30	0.04196125	80.53
31	0.04334321	78.24
32	0.04472348	79.53
33	0.04610393	80.34
34	0.04748436	77.78
35	0.04886558	80.16
36	0.05024733	74.29
37	0.05162930	80.34
38	0.05300852	78.13
39	0.05438865	77.56
40	0.05576774	80.02
41	0.05714851	77.92
42	0.05853023	79.20
43	0.05990970	75.01
44	0.06128843	74.33
45	0.06266938	73.39
46	0.06404983	74.00
47	0.06542976	75.78
48	0.06680951	75.04
49	0.06818894	73.27
50	0.06957037	76.41
51	0.07095007	74.47
52	0.07232993	75.93
53	0.07370836	75.16
54	0.07508644	76.46
55	0.07646626	66.84
56	0.07784387	73.79
57	0.07922235	73.02
58	0.08060083	72.84
59	0.08198081	71.45
60	0.08335846	73.50
61	0.08473699	70.43
62	0.08611612	72.99
63	0.08749628	73.75
64	0.08887416	69.54
65	0.09025218	73.45
66	0.09162998	71.91
67	0.09300784	73.67
68	0.09438501	71.04
69	0.09576343	68.38
70	0.09713989	74.45
71	0.09851526	70.79
72	0.09989084	68.39
73	0.10126725	73.60
74	0.10264192	64.53
75	0.10401846	66.34
76	0.10539332	72.30
77	0.10676777	71.58
78	0.10814391	73.45
79	0.10951998	73.56
80	0.11089444	75.46
81	0.11226966	72.30
82	0.11364657	75.24
83	0.11502414	75.39
84	0.11639980	74.82
85	0.11777453	76.23
86	0.11915491	76.52
87	0.12053543	76.40
88	0.12191489	77.18
89	0.12328919	77.57
90	0.12466449	76.66
91	0.12604083	77.00
92	0.12741582	77.16
93	0.12878817	77.80
94	0.13016275	78.13
95	0.13153804	79.15
96	0.13291601	78.80
97	0.13429056	79.33
98	0.13566601	79.02
99	0.13704165	79.96
100	0.13841397	79.85
