epoch	hours	top1Accuracy
1	0.00265237	35.97
2	0.00467726	49.76
3	0.00668428	59.48
4	0.00873738	61.85
5	0.01076995	62.72
6	0.01275579	68.99
7	0.01487602	68.82
8	0.01680326	71.15
9	0.01896234	64.25
10	0.02095467	66.93
11	0.02293767	60.57
12	0.02492543	71.44
13	0.02689141	68.76
14	0.02895084	76.49
15	0.03103358	71.24
16	0.03300335	75.16
17	0.03498775	72.59
18	0.03703111	79.74
19	0.03897931	70.14
20	0.04110552	81.06
21	0.04308498	69.50
22	0.04520315	76.90
23	0.04731511	74.20
24	0.04928695	72.64
25	0.05138164	79.47
26	0.05343897	79.40
27	0.05546589	78.55
28	0.05744410	72.69
29	0.05959756	83.29
30	0.06154772	80.98
31	0.06364786	76.08
32	0.06562278	82.81
33	0.06765235	81.85
34	0.06976603	78.37
35	0.07180837	82.71
36	0.07390796	81.49
37	0.07595785	82.64
38	0.07808095	83.96
39	0.08015301	84.48
40	0.08215323	83.47
41	0.08414082	81.63
42	0.08611175	84.15
43	0.08821481	85.13
44	0.09020268	83.56
45	0.09222139	85.51
46	0.09419244	86.27
47	0.09624236	85.63
48	0.09829069	86.90
49	0.10046432	85.73
50	0.10256679	84.32
51	0.10461647	88.26
52	0.10661472	86.56
53	0.10864302	86.91
54	0.11067123	88.51
55	0.11262917	89.39
56	0.11466670	89.61
57	0.11674397	90.23
58	0.11875972	90.14
59	0.12073420	91.02
60	0.12271257	91.14
