epoch	hours	top1Accuracy
1	0.01503974	34.76
2	0.01621451	40.10
3	0.01739430	45.85
4	0.01856266	45.35
5	0.01976630	47.62
6	0.02094019	49.07
7	0.02211154	47.36
8	0.02331280	49.45
9	0.02449416	47.05
10	0.02567036	45.56
11	0.02690848	47.82
12	0.02809384	48.12
13	0.02927113	46.54
14	0.03045597	44.99
15	0.03163050	45.40
16	0.03281500	42.60
17	0.03401186	35.85
18	0.03518528	28.86
19	0.03636349	24.95
20	0.03756284	22.97
21	0.03873863	21.87
22	0.03992337	21.39
23	0.04111172	20.93
24	0.04228221	20.43
25	0.04345721	20.18
26	0.04462607	19.75
27	0.04578899	18.47
28	0.04697566	17.36
29	0.04814844	12.55
30	0.04933238	10.14
31	0.05050766	11.30
32	0.05166961	10.46
33	0.05282376	10.00
34	0.05401225	10.00
35	0.05515906	10.00
36	0.05630550	10.00
37	0.05745872	10.00
38	0.05860467	10.00
39	0.05974801	10.00
40	0.06089639	10.00
41	0.06205658	10.00
42	0.06319773	10.00
43	0.06434256	10.00
44	0.06552122	10.00
45	0.06666427	10.00
46	0.06780808	10.00
47	0.06897060	10.00
48	0.07016263	10.00
49	0.07130362	10.00
50	0.07247991	10.00
51	0.07362184	10.00
52	0.07476143	10.00
53	0.07592401	10.00
54	0.07706904	10.00
55	0.07820596	10.00
56	0.07936421	10.00
57	0.08050180	10.00
58	0.08164386	10.00
59	0.08282964	10.00
60	0.08396736	10.00
61	0.08510254	10.00
62	0.08625459	10.00
63	0.08739167	10.00
64	0.08852952	10.00
65	0.08968482	10.00
66	0.09082276	10.00
67	0.09200179	10.00
68	0.09316009	10.00
69	0.09429600	10.00
70	0.09543270	10.00
71	0.09658621	10.00
72	0.09772091	10.00
73	0.09886718	10.00
74	0.10003232	10.00
75	0.10116738	10.00
76	0.10230704	10.00
77	0.10345119	10.00
78	0.10458358	10.00
79	0.10572340	10.00
80	0.10688667	10.00
81	0.10801986	10.00
82	0.10916142	10.00
83	0.11031969	10.00
84	0.11145077	10.00
85	0.11258539	10.00
86	0.11379219	10.00
87	0.11493118	10.00
88	0.11606332	10.00
89	0.11720429	10.00
90	0.11834684	10.00
91	0.11947799	10.00
92	0.12060862	10.00
93	0.12174420	10.00
94	0.12287222	10.00
95	0.12400428	10.00
96	0.12513787	10.00
97	0.12626500	10.00
98	0.12739208	10.00
99	0.12852479	10.00
100	0.12965230	10.00
