epoch	hours	top1Accuracy
1	0.00452634	22.62
2	0.00775671	28.47
3	0.01094907	28.02
4	0.01417021	27.89
5	0.01739596	29.16
6	0.02062684	25.45
7	0.02385039	30.67
8	0.02705376	33.58
9	0.03019790	40.79
10	0.03343211	39.12
11	0.03662842	46.51
12	0.03995827	44.43
13	0.04318481	50.85
14	0.04639763	53.91
15	0.04960246	47.75
16	0.05279401	53.27
17	0.05596965	57.77
18	0.05930149	61.27
19	0.06253388	55.65
20	0.06584526	63.63
21	0.06918649	60.59
22	0.07249857	61.36
23	0.07584049	44.09
24	0.07917621	66.75
25	0.08246911	67.27
26	0.08568840	60.43
27	0.08890230	61.74
28	0.09204897	64.86
29	0.09528065	66.40
30	0.09853142	68.74
31	0.10172828	60.66
32	0.10492951	70.39
33	0.10814552	69.69
34	0.11139857	71.09
35	0.11463524	72.89
36	0.11784777	71.24
37	0.12100692	72.44
38	0.12422390	69.53
39	0.12738674	74.85
40	0.13062533	72.48
41	0.13381595	75.23
42	0.13704971	74.91
43	0.14026040	74.63
44	0.14346029	76.24
45	0.14668574	75.39
46	0.14989877	77.24
47	0.15312071	76.80
48	0.15632981	77.10
49	0.15957068	77.21
50	0.16278339	77.14
