epoch	hours	top1Accuracy
1	0.00336843	10.25
2	0.00604421	23.04
3	0.00873624	31.57
4	0.01142253	35.12
5	0.01411164	37.17
6	0.01681020	43.04
7	0.01951112	45.91
8	0.02221714	47.92
9	0.02492798	49.56
10	0.02764854	48.90
11	0.03037292	51.50
12	0.03310176	53.19
13	0.03583190	52.15
14	0.03856231	54.75
15	0.04129211	54.83
16	0.04402297	55.63
17	0.04674946	56.56
18	0.04947764	56.74
19	0.05220426	57.07
20	0.05493584	57.64
21	0.05766378	56.89
22	0.06039049	58.26
23	0.06312179	57.67
24	0.06585203	59.42
25	0.06858263	59.36
26	0.07131705	60.84
27	0.07404696	60.18
28	0.07677566	59.92
29	0.07950585	60.42
30	0.08223647	61.14
31	0.08496370	61.24
32	0.08769136	61.67
33	0.09041702	62.18
34	0.09314438	62.01
35	0.09587077	61.66
36	0.09859769	62.29
37	0.10133002	62.18
38	0.10405560	62.60
39	0.10678134	62.20
40	0.10950524	62.05
41	0.11223187	61.96
42	0.11496072	61.96
43	0.11768573	61.92
44	0.12041246	62.50
45	0.12314239	62.20
46	0.12587255	62.31
47	0.12860299	62.53
48	0.13133123	62.55
49	0.13405836	62.64
50	0.13678619	62.43
