epoch	hours	top1Accuracy
1	0.00473079	43.78
2	0.00711622	29.74
3	0.00949753	49.33
4	0.01188261	23.86
5	0.01428120	17.66
6	0.01667511	17.69
7	0.01904837	20.09
8	0.02144271	19.20
9	0.02388448	14.00
10	0.02627171	23.34
11	0.02960243	61.08
12	0.03198848	10.23
13	0.03435921	15.55
14	0.03674646	16.99
15	0.03911248	14.93
16	0.04149788	13.00
17	0.04388299	21.86
18	0.04628092	16.25
19	0.04865833	22.93
20	0.05103627	13.97
21	0.05431979	56.09
22	0.05669726	11.14
23	0.05906206	13.80
24	0.06141381	48.30
25	0.06379312	23.26
26	0.06616229	33.86
27	0.06853228	16.58
28	0.07090617	37.24
29	0.07327351	31.04
30	0.07562818	11.98
31	0.07887288	62.43
32	0.08123780	42.71
33	0.08359393	37.39
34	0.08595294	48.66
35	0.08836544	47.09
36	0.09072364	32.48
37	0.09308082	31.56
38	0.09546219	32.15
39	0.09782209	36.18
40	0.10017896	40.90
41	0.10340213	69.84
42	0.10575096	40.64
43	0.10810352	44.85
44	0.11047070	48.34
45	0.11283125	45.33
46	0.11519270	57.20
47	0.11753595	50.70
48	0.11989204	62.78
49	0.12227233	74.77
50	0.12462662	83.74
