epoch	hours	top1Accuracy
1	0.00342977	26.78
2	0.00614044	36.82
3	0.00885475	39.61
4	0.01156938	36.22
5	0.01428665	43.50
6	0.01700449	34.46
7	0.01972004	20.60
8	0.02243363	32.87
9	0.02514728	35.38
10	0.02786365	49.38
11	0.03058043	47.18
12	0.03329910	45.35
13	0.03601553	47.34
14	0.03873186	50.76
15	0.04144773	52.48
16	0.04416659	49.91
17	0.04688859	54.01
18	0.04960686	44.67
19	0.05232591	44.43
20	0.05504762	45.42
21	0.05776666	48.14
22	0.06049045	55.51
23	0.06321559	45.87
24	0.06593530	56.26
25	0.06865799	55.22
26	0.07137663	51.55
27	0.07409531	55.48
28	0.07681561	51.57
29	0.07953385	42.81
30	0.08225488	54.54
31	0.08497325	41.77
32	0.08769115	55.43
33	0.09041013	52.42
34	0.09313149	49.77
35	0.09585143	45.15
36	0.09857273	59.87
37	0.10129088	59.96
38	0.10400903	55.98
39	0.10672998	47.88
40	0.10944905	50.93
41	0.11216743	54.82
42	0.11488892	50.07
43	0.11760553	52.11
44	0.12032492	57.13
45	0.12304081	54.01
46	0.12575602	48.06
47	0.12847698	56.46
48	0.13119280	56.71
49	0.13390892	55.82
50	0.13662553	56.69
