epoch	hours	top1Accuracy
1	0.00674367	23.55
2	0.01253893	10.00
3	0.01799056	11.19
4	0.02327673	16.89
5	0.02890180	15.45
6	0.03416728	17.70
7	0.03969731	21.89
8	0.04529457	20.12
9	0.05068081	24.07
10	0.05608010	28.76
11	0.06142342	25.74
12	0.06698092	31.57
13	0.07253488	37.42
14	0.07789685	38.84
15	0.08354014	40.24
16	0.08891670	46.74
17	0.09417934	47.10
18	0.09964546	49.75
19	0.10506239	48.89
20	0.11029838	56.56
21	0.11580106	57.44
22	0.12125434	59.58
23	0.12652723	60.15
24	0.13212010	61.91
25	0.13748741	62.28
