epoch	hours	top1Accuracy
1	0.00202375	30.44
2	0.00339489	41.23
3	0.00476527	50.06
4	0.00614167	51.71
5	0.00751677	65.32
6	0.00889245	70.07
7	0.01026642	69.13
8	0.01164216	72.45
9	0.01301812	73.13
10	0.01439532	76.17
11	0.01577106	77.44
12	0.01714946	80.49
13	0.01852786	81.70
14	0.01990533	79.51
15	0.02128194	82.59
16	0.02266057	82.21
17	0.02404198	83.30
18	0.02548077	82.27
19	0.02686164	84.02
20	0.02825261	81.21
21	0.02963090	84.32
22	0.03101086	83.82
23	0.03238994	84.51
24	0.03377243	85.68
25	0.03515157	85.92
26	0.03653242	85.86
27	0.03791047	84.55
28	0.03928854	85.93
29	0.04066580	87.20
30	0.04204409	85.90
31	0.04342482	85.90
32	0.04480403	86.71
33	0.04618328	86.40
34	0.04756222	86.40
35	0.04894310	86.31
36	0.05032313	81.00
37	0.05170310	86.34
38	0.05308252	87.13
39	0.05446398	85.62
40	0.05584340	87.77
41	0.05722289	86.77
42	0.05860373	88.39
43	0.05998600	87.00
44	0.06136465	87.66
45	0.06274363	83.57
46	0.06412254	87.41
47	0.06550099	87.42
48	0.06688141	88.00
49	0.06825860	87.31
50	0.06963824	87.98
51	0.07101852	87.88
52	0.07239657	89.20
53	0.07377688	88.90
54	0.07515775	89.31
55	0.07653792	88.94
56	0.07791935	89.50
57	0.07929813	88.94
58	0.08067771	89.39
59	0.08205952	88.25
60	0.08344149	89.45
61	0.08482778	89.18
62	0.08620945	89.68
63	0.08758933	89.79
64	0.08896862	88.15
65	0.09035185	89.27
66	0.09173357	88.23
67	0.09311507	89.22
68	0.09449762	89.12
69	0.09587869	89.56
70	0.09725773	90.17
71	0.09863720	89.75
72	0.10001864	89.26
73	0.10139905	88.68
74	0.10278053	89.70
75	0.10415931	90.06
76	0.10554120	89.82
77	0.10692065	89.54
78	0.10830201	90.23
79	0.10968456	89.94
80	0.11106522	90.08
81	0.11244670	90.24
82	0.11382824	90.43
83	0.11520866	90.29
84	0.11658946	90.54
85	0.11797194	89.63
86	0.11935272	90.53
87	0.12073415	90.30
88	0.12211658	90.46
89	0.12349902	90.40
90	0.12488211	90.57
91	0.12626255	90.57
92	0.12764371	90.69
93	0.12902654	90.73
94	0.13040937	90.61
95	0.13179067	90.57
96	0.13317300	90.62
97	0.13455447	90.67
98	0.13593672	90.78
99	0.13733001	90.79
100	0.13871146	90.74
