epoch	hours	top1Accuracy
1	0.00177554	57.13
2	0.00292561	62.86
3	0.00423484	76.38
4	0.00539047	76.51
5	0.00655396	75.73
6	0.01087325	81.41
7	0.01499223	81.66
8	0.01931039	82.49
9	0.02367347	82.09
10	0.02786529	84.93
11	0.03220284	82.56
12	0.03629172	79.35
13	0.04051307	83.12
14	0.04467114	81.45
15	0.04832594	80.82
16	0.05250060	81.97
17	0.05679462	82.45
18	0.06093397	77.52
19	0.06499458	81.94
20	0.06925054	82.19
21	0.07333317	80.02
22	0.07753425	73.15
23	0.08162065	82.11
24	0.08591825	81.15
25	0.09006547	78.97
26	0.09442919	85.82
27	0.09879407	84.70
28	0.10285406	82.41
29	0.10731037	81.47
30	0.11133923	83.08
31	0.11573918	78.23
32	0.11979333	82.81
33	0.12390010	82.04
34	0.12823959	83.78
35	0.13224344	80.02
36	0.13655882	83.82
37	0.14068673	78.97
38	0.14512495	84.35
39	0.14922546	83.32
40	0.15338128	88.26
41	0.15750146	83.80
42	0.16162684	86.50
43	0.16589079	87.81
44	0.16994958	78.14
45	0.17421564	79.61
46	0.17833525	85.63
47	0.18282446	82.41
48	0.18691780	84.07
49	0.19118475	85.61
50	0.19526424	84.63
51	0.19958525	82.61
52	0.20376985	83.46
53	0.20809948	84.12
54	0.21239631	87.68
55	0.21675070	82.68
56	0.22105572	85.27
57	0.22556668	85.47
58	0.22977076	84.79
59	0.23436040	88.49
60	0.23861133	87.71
61	0.24290422	87.09
62	0.24699105	87.18
63	0.25112019	87.80
64	0.25527298	85.60
65	0.25932813	84.92
66	0.26342111	88.49
67	0.26755733	89.65
68	0.27207840	86.09
69	0.27626870	87.45
70	0.28071804	83.42
71	0.28490763	89.46
72	0.28908256	89.48
73	0.29363253	88.54
74	0.29792403	89.01
75	0.30202017	86.14
76	0.30611297	89.18
77	0.31025236	89.60
78	0.31431542	87.56
79	0.31848585	89.44
80	0.32257897	89.57
81	0.32662531	89.31
82	0.33078015	89.31
83	0.33479011	89.96
84	0.33916977	91.17
85	0.34337040	91.75
86	0.34751517	89.69
87	0.35157916	90.96
88	0.35557349	91.84
89	0.35968450	91.80
90	0.36385479	92.48
91	0.36819318	92.29
92	0.37225665	91.96
93	0.37639739	92.93
94	0.38067506	93.09
95	0.38482403	93.34
96	0.38923320	93.65
97	0.39336661	93.56
98	0.39761103	94.00
99	0.40190523	94.01
100	0.40619695	94.18
