epoch	hours	top1Accuracy
1	0.00447411	10.00
2	0.00770776	16.53
3	0.01108088	22.04
4	0.01435035	10.15
5	0.01763818	11.34
6	0.02094501	13.19
7	0.02425432	18.15
8	0.02753813	23.07
9	0.03089396	15.64
10	0.03424869	38.58
11	0.03757659	21.67
12	0.04089524	18.91
13	0.04420964	17.13
14	0.04751589	15.40
15	0.05082260	28.22
16	0.05412797	34.31
17	0.05742891	26.87
18	0.06073899	23.76
19	0.06404921	49.79
20	0.06735455	29.85
21	0.07062626	33.30
22	0.07393438	43.79
23	0.07725945	58.38
24	0.08058069	48.29
25	0.08388810	48.36
26	0.08718986	55.40
27	0.09048855	59.55
28	0.09378385	43.61
29	0.09707967	65.50
30	0.10037358	53.43
31	0.10366280	59.63
32	0.10695741	51.41
33	0.11024753	52.63
34	0.11354018	65.87
35	0.11683227	58.36
36	0.12012636	53.58
37	0.12338223	38.01
38	0.12667745	72.95
39	0.12996222	63.47
40	0.13325873	58.15
41	0.13655291	69.73
42	0.13979056	72.92
43	0.14308239	73.76
44	0.14637554	79.18
45	0.14966320	79.37
46	0.15295217	81.59
47	0.15623969	82.64
48	0.15952467	83.65
49	0.16280826	84.28
50	0.16609587	84.67
