epoch	hours	top1Accuracy
1	0.00299501	33.60
2	0.00536863	41.58
3	0.00772785	60.91
4	0.01008953	41.94
5	0.01246557	29.91
6	0.01483147	12.56
7	0.01722448	27.83
8	0.01959524	22.05
9	0.02194984	16.80
10	0.02431942	19.67
11	0.02668330	10.06
12	0.02903544	24.55
13	0.03140550	27.48
14	0.03377611	30.25
15	0.03612808	21.42
16	0.03854428	33.89
17	0.04090404	15.06
18	0.04325607	37.14
19	0.04561550	17.93
20	0.04797725	21.38
21	0.05032216	22.50
22	0.05267805	32.24
23	0.05503169	19.70
24	0.05738225	35.38
25	0.05976212	16.62
26	0.06211326	30.50
27	0.06445857	21.32
28	0.06681716	25.94
29	0.06917644	34.85
30	0.07153098	41.39
31	0.07389082	34.11
32	0.07624936	44.00
33	0.07859868	31.11
34	0.08098838	53.29
35	0.08336303	24.32
36	0.08571403	45.27
37	0.08809730	24.99
38	0.09046821	64.04
39	0.09281307	50.16
40	0.09517371	68.08
41	0.09754530	32.88
42	0.09989880	59.79
43	0.10229204	56.48
44	0.10464963	66.57
45	0.10700414	45.13
46	0.10935924	74.99
47	0.11172696	67.48
48	0.11408195	77.73
49	0.11643557	79.64
50	0.11878317	88.88
