epoch	hours	top1Accuracy
1	0.00347392	29.65
2	0.00617093	27.27
3	0.00889974	21.67
4	0.01159440	19.44
5	0.01430554	16.83
6	0.01702333	24.99
7	0.01973875	43.36
8	0.02248253	33.74
9	0.02518556	49.89
10	0.02791175	52.58
11	0.03068407	59.59
12	0.03339501	56.55
13	0.03614959	63.86
14	0.03887545	65.53
15	0.04159863	73.02
16	0.04435025	69.17
17	0.04704209	78.79
18	0.04978535	68.93
19	0.05247574	76.72
20	0.05516670	78.89
21	0.05789153	81.44
22	0.06058265	81.76
23	0.06330864	81.40
24	0.06599743	82.57
25	0.06868563	78.84
26	0.07141634	82.75
27	0.07410595	78.65
28	0.07684012	80.09
29	0.07953500	82.79
30	0.08222782	82.36
31	0.08496072	82.66
32	0.08765334	85.27
33	0.09038843	82.62
34	0.09308289	85.44
35	0.09577790	83.97
36	0.09852352	87.20
37	0.10121774	87.12
38	0.10395292	82.49
39	0.10664976	86.45
40	0.10934846	88.66
41	0.11208644	88.91
42	0.11478325	89.15
43	0.11751826	89.05
44	0.12021616	89.46
45	0.12291056	88.51
46	0.12564546	89.44
47	0.12834053	89.56
48	0.13107959	89.77
49	0.13378336	89.99
50	0.13648171	89.83
