epoch	hours	top1Accuracy
1	0.00536542	34.66
2	0.00655522	41.33
3	0.00773928	44.35
4	0.00891758	39.78
5	0.01009807	45.58
6	0.01128078	48.64
7	0.01246631	48.77
8	0.01364316	50.65
9	0.01482378	45.37
10	0.01601058	45.88
11	0.01718988	48.81
12	0.01837590	49.17
13	0.01956808	47.90
14	0.02074604	46.43
15	0.02192676	45.82
16	0.02310770	43.38
17	0.02429040	35.81
18	0.02547600	28.23
19	0.02672611	24.23
20	0.02791733	22.54
21	0.02910249	21.40
22	0.03028177	20.82
23	0.03147067	20.34
24	0.03265254	19.79
25	0.03382626	19.60
26	0.03500621	19.29
27	0.03617712	18.00
28	0.03734241	16.29
29	0.03850722	11.65
30	0.03966919	10.07
31	0.04083762	11.39
32	0.04199808	10.82
33	0.04315291	10.00
34	0.04431283	10.00
35	0.04546339	10.00
36	0.04661141	10.00
37	0.04780529	10.00
38	0.04894841	10.00
39	0.05009156	10.00
40	0.05125948	10.00
41	0.05240595	10.00
42	0.05354929	10.00
43	0.05469496	10.00
44	0.05583635	10.00
45	0.05698963	10.00
46	0.05813249	10.00
47	0.05927162	10.00
48	0.06042450	10.00
49	0.06156187	10.00
50	0.06270094	10.00
51	0.06384930	10.00
52	0.06498694	10.00
53	0.06612508	10.00
54	0.06727538	10.00
55	0.06844404	10.00
56	0.06958169	10.00
57	0.07072782	10.00
58	0.07186457	10.00
59	0.07300761	10.00
60	0.07414967	10.00
61	0.07528655	10.00
62	0.07643617	10.00
63	0.07757168	10.00
64	0.07870893	10.00
65	0.07985418	10.00
66	0.08098976	10.00
67	0.08212552	10.00
68	0.08327472	10.00
69	0.08440870	10.00
70	0.08554341	10.00
71	0.08667788	10.00
72	0.08781296	10.00
73	0.08902091	10.00
74	0.09015524	10.00
75	0.09128955	10.00
76	0.09243120	10.00
77	0.09356594	10.00
78	0.09470487	10.00
79	0.09584502	10.00
80	0.09697905	10.00
81	0.09811577	10.00
82	0.09925739	10.00
83	0.10039074	10.00
84	0.10152349	10.00
85	0.10265567	10.00
86	0.10378767	10.00
87	0.10492520	10.00
88	0.10605654	10.00
89	0.10718839	10.00
90	0.10833322	10.00
91	0.10949322	10.00
92	0.11062792	10.00
93	0.11176660	10.00
94	0.11289790	10.00
95	0.11402679	10.00
96	0.11516018	10.00
97	0.11629029	10.00
98	0.11741906	10.00
99	0.11855494	10.00
100	0.11968705	10.00
