epoch	hours	top1Accuracy
1	0.00189066	57.13
2	0.00304276	62.86
3	0.00438653	76.38
4	0.00553893	76.51
5	0.00669162	75.73
6	0.00786459	83.29
7	0.00901516	82.80
8	0.01017416	76.20
9	0.01140293	80.74
10	0.01255744	77.98
11	0.01372173	80.72
12	0.01488593	81.05
13	0.01604145	85.77
14	0.01721203	83.15
15	0.01836751	82.30
16	0.01952485	82.01
17	0.02073770	84.23
18	0.02189508	82.53
19	0.02305309	81.11
20	0.02422466	84.92
21	0.02538199	84.48
22	0.02654025	82.00
23	0.02772696	84.98
24	0.02888468	78.67
25	0.03004468	80.60
26	0.03467285	80.62
27	0.03887125	89.14
28	0.04295183	86.97
29	0.04703853	88.21
30	0.05106072	86.93
31	0.05529455	87.62
32	0.05937995	86.29
33	0.06348770	85.83
34	0.06757793	84.77
35	0.07161188	79.01
36	0.07563892	82.98
37	0.07982211	83.59
38	0.08388941	86.15
39	0.08817798	85.35
40	0.09225085	85.75
41	0.09633043	81.62
42	0.10042866	80.77
43	0.10447589	85.66
44	0.10870134	86.46
45	0.11275255	84.08
46	0.11680782	86.46
47	0.12058182	85.56
48	0.12470174	84.09
49	0.12892820	85.31
50	0.13293917	84.69
51	0.13701239	85.27
52	0.14101914	87.94
53	0.14512122	85.92
54	0.14909856	84.96
55	0.15312461	85.06
56	0.15689736	88.28
57	0.16060808	88.58
58	0.16466884	86.60
59	0.16872067	88.69
60	0.17292415	87.94
61	0.17695374	83.68
62	0.18096766	87.76
63	0.18506220	88.35
64	0.18905721	84.01
65	0.19325373	88.90
66	0.19729540	88.86
67	0.20131524	83.29
68	0.20534761	89.75
69	0.20932354	85.38
70	0.21333126	86.75
71	0.21782997	86.68
72	0.22191059	90.06
73	0.22574318	90.32
74	0.22979970	87.12
75	0.23383268	90.03
76	0.23805302	90.58
77	0.24207615	87.75
78	0.24605657	88.15
79	0.25002833	89.82
80	0.25400610	90.41
81	0.25823574	90.70
82	0.26223178	89.27
83	0.26623374	88.53
84	0.27027171	90.45
85	0.27423036	91.13
86	0.27843986	91.39
87	0.28246495	91.48
88	0.28651140	91.97
89	0.29055979	91.95
90	0.29467504	91.93
91	0.29868738	92.31
92	0.30271420	92.66
93	0.30669764	92.66
94	0.31083602	93.07
95	0.31498369	93.32
96	0.31906172	93.56
97	0.32314361	93.96
98	0.32717047	93.87
99	0.33139080	94.13
100	0.33559084	93.93
