epoch	hours	top1Accuracy
1	0.00491851	14.13
2	0.00731987	37.64
3	0.01065672	10.02
4	0.01303594	39.50
5	0.01542370	28.18
6	0.01871155	23.64
7	0.02110236	25.46
8	0.02449792	10.12
9	0.02691288	24.49
10	0.02933013	30.53
11	0.03275731	30.39
12	0.03517070	28.91
13	0.03848662	18.42
14	0.04090398	52.71
15	0.04330601	36.07
16	0.04674271	38.37
17	0.04914456	41.16
18	0.05249986	50.26
19	0.05490956	41.94
20	0.05732137	41.80
21	0.06064277	42.38
22	0.06303018	57.49
23	0.06644590	43.57
24	0.06887707	62.00
25	0.07129431	72.65
26	0.07470913	69.50
27	0.07712171	69.65
28	0.08037642	75.89
29	0.08277466	84.85
30	0.08517567	87.96
