epoch	hours	top1Accuracy
1	0.00348553	25.23
2	0.00625682	25.48
3	0.00897435	20.77
4	0.01169325	26.44
5	0.01442100	30.96
6	0.01714013	40.30
7	0.01986054	30.86
8	0.02258004	50.38
9	0.02530547	59.90
10	0.02802962	53.82
11	0.03075190	63.34
12	0.03347838	56.28
13	0.03620416	74.89
14	0.03892982	67.46
15	0.04165552	74.07
16	0.04438179	76.99
17	0.04710885	73.17
18	0.04983499	79.20
19	0.05256345	77.78
20	0.05529019	77.56
21	0.05801771	74.30
22	0.06074376	79.56
23	0.06347111	83.40
24	0.06619801	84.72
25	0.06892557	84.60
26	0.07165217	84.11
27	0.07439801	83.85
28	0.07713192	86.08
29	0.07986349	83.89
30	0.08259881	88.72
31	0.08532951	86.70
32	0.08806078	86.03
33	0.09079186	88.07
34	0.09352367	88.72
35	0.09625062	89.61
36	0.09897867	88.06
37	0.10170674	88.47
38	0.10443274	89.46
39	0.10716309	90.13
40	0.10989247	90.36
41	0.11262098	90.07
42	0.11534635	90.61
43	0.11807617	91.18
44	0.12081876	91.19
45	0.12362142	91.17
46	0.12635576	91.19
47	0.12908875	91.44
48	0.13181683	91.41
49	0.13455026	91.45
50	0.13727840	91.40
