epoch	hours	top1Accuracy
1	0.00300607	31.25
2	0.00537815	33.10
3	0.00776009	45.66
4	0.01013251	30.28
5	0.01250463	34.68
6	0.01490240	32.36
7	0.01729445	39.05
8	0.01966891	46.11
9	0.02204690	26.28
10	0.02441683	48.44
11	0.02680503	31.73
12	0.02920032	33.23
13	0.03158331	41.32
14	0.03396157	28.23
15	0.03634453	39.63
16	0.03871567	51.89
17	0.04108307	61.73
18	0.04347071	44.36
19	0.04586734	43.55
20	0.04823326	50.10
21	0.05060799	53.91
22	0.05297380	39.95
23	0.05533629	27.59
24	0.05772007	43.76
25	0.06013947	57.70
26	0.06252179	58.41
27	0.06491669	59.75
28	0.06732006	63.79
29	0.06968194	32.12
30	0.07207145	44.35
31	0.07445505	56.63
32	0.07681693	44.52
33	0.07920145	43.77
34	0.08161627	55.20
35	0.08398932	51.94
36	0.08637658	67.49
37	0.08874109	66.87
38	0.09110137	67.54
39	0.09346315	75.89
40	0.09582339	69.01
41	0.09818072	68.24
42	0.10054234	80.92
43	0.10293357	77.97
44	0.10529451	66.48
45	0.10765132	83.71
46	0.11001141	88.11
47	0.11236186	90.42
48	0.11474059	92.66
49	0.11711085	94.25
50	0.11949024	94.73
