epoch	hours	top1Accuracy
1	0.00350584	23.07
2	0.00620887	33.75
3	0.00892920	42.92
4	0.01161366	48.88
5	0.01429842	55.01
6	0.01701822	42.52
7	0.01970361	44.79
8	0.02242597	31.88
9	0.02511427	23.46
10	0.02780362	18.40
11	0.03052745	30.03
12	0.03321772	42.17
13	0.03594214	40.30
14	0.03863572	36.41
15	0.04132900	36.00
16	0.04405682	47.33
17	0.04675183	46.04
18	0.04948346	41.85
19	0.05218030	47.39
20	0.05487941	53.85
21	0.05761026	60.15
22	0.06030789	65.38
23	0.06304418	63.85
24	0.06574130	67.59
25	0.06843966	68.48
26	0.07117387	66.96
27	0.07387175	68.99
28	0.07660515	69.57
29	0.07930566	67.96
30	0.08200469	73.31
31	0.08473864	75.46
32	0.08744045	75.02
33	0.09017626	75.17
34	0.09287639	79.44
35	0.09557747	78.63
36	0.09831564	79.20
37	0.10101471	74.05
38	0.10375077	76.82
39	0.10645081	76.84
40	0.10915120	80.70
41	0.11188775	81.33
42	0.11458655	81.52
43	0.11731883	81.30
44	0.12001713	82.03
45	0.12271712	82.30
46	0.12544752	82.05
47	0.12814794	82.76
48	0.13088142	82.57
49	0.13357891	82.75
50	0.13627662	82.78
