epoch	hours	top1Accuracy
1	0.01447805	36.66
2	0.02712820	50.17
3	0.03927479	53.28
4	0.05240884	65.37
5	0.06534221	67.53
6	0.07758009	71.38
7	0.08993682	66.76
8	0.10265091	75.18
9	0.11623593	72.01
10	0.12852958	69.78
11	0.14151642	73.83
12	0.15374020	75.64
13	0.16658805	68.74
14	0.17943346	77.04
15	0.19216658	80.04
16	0.20474455	77.33
17	0.21758437	74.71
18	0.23038676	78.40
19	0.24272888	78.09
20	0.25547867	82.15
21	0.26817817	79.37
22	0.28092192	80.56
23	0.29337170	81.21
24	0.30636568	75.46
25	0.31917376	83.57
26	0.33212160	83.19
27	0.34464891	82.32
28	0.35671893	82.93
29	0.36919024	84.51
30	0.38193560	85.50
31	0.39464874	82.57
32	0.40761479	83.17
33	0.41966072	86.06
34	0.43263410	85.29
35	0.44573069	84.86
36	0.45850951	87.00
37	0.47150439	85.76
38	0.48448661	88.64
39	0.49752195	90.04
40	0.50994240	90.32
