epoch	hours	top1Accuracy
1	0.00455212	12.49
2	0.00776274	15.52
3	0.01102797	24.96
4	0.01423277	30.32
5	0.01740037	24.15
6	0.02061481	39.23
7	0.02379496	36.89
8	0.02697040	33.45
9	0.03017479	53.52
10	0.03338259	53.52
11	0.03659711	40.89
12	0.03977339	59.92
13	0.04297569	66.88
14	0.04617018	74.34
15	0.04935720	74.75
16	0.05256300	68.98
17	0.05577536	59.81
18	0.05899041	75.96
19	0.06213480	75.77
20	0.06534373	76.14
21	0.06855424	78.88
22	0.07175096	81.10
23	0.07489296	81.98
24	0.07810571	81.70
25	0.08131389	74.63
26	0.08451653	83.38
27	0.08770451	81.04
28	0.09092435	85.98
29	0.09410530	87.60
30	0.09729933	86.30
31	0.10050730	88.93
32	0.10372980	85.16
33	0.10695860	89.02
34	0.11016886	84.94
35	0.11335830	89.93
36	0.11656429	89.32
37	0.11978217	88.37
38	0.12299668	88.08
39	0.12621115	89.88
40	0.12945831	90.58
41	0.13266826	90.31
42	0.13587921	91.26
43	0.13907884	91.12
44	0.14232346	91.33
45	0.14554364	92.04
46	0.14872982	92.00
47	0.15193621	91.97
48	0.15515555	92.29
49	0.15834085	92.75
50	0.16155938	92.80
