epoch	hours	top1Accuracy
1	0.00343353	12.60
2	0.00612523	22.84
3	0.00881849	24.86
4	0.01151304	35.87
5	0.01421839	35.97
6	0.01691697	42.67
7	0.01961534	41.73
8	0.02231477	44.19
9	0.02501511	43.15
10	0.02771576	46.72
11	0.03044606	44.90
12	0.03314539	47.37
13	0.03584487	47.25
14	0.03854808	48.96
15	0.04124594	45.98
16	0.04394391	49.70
17	0.04664352	47.19
18	0.04934036	52.31
19	0.05204146	49.18
20	0.05473935	52.56
21	0.05746907	50.58
22	0.06016459	53.52
23	0.06286115	51.73
24	0.06555807	53.85
25	0.06825724	53.47
26	0.07095401	56.22
27	0.07365258	54.67
28	0.07635819	57.54
29	0.07905578	55.77
30	0.08175059	58.39
31	0.08447547	56.96
32	0.08717148	59.05
33	0.08986805	57.94
34	0.09256494	59.21
35	0.09526169	59.23
36	0.09795823	59.63
37	0.10065675	58.57
38	0.10335300	59.46
39	0.10605439	58.27
40	0.10875651	60.16
41	0.11148318	58.64
42	0.11417459	59.65
43	0.11686961	59.35
44	0.11956344	59.92
45	0.12225549	60.36
46	0.12499197	61.36
47	0.12769090	62.18
48	0.13043567	64.29
49	0.13313085	65.43
50	0.13582354	65.62
