epoch	hours	top1Accuracy
1	0.00297358	33.09
2	0.00531666	32.26
3	0.00771651	63.42
4	0.01005071	35.81
5	0.01242960	28.13
6	0.01481542	12.94
7	0.01715078	13.72
8	0.01952826	18.83
9	0.02186397	27.20
10	0.02423338	17.11
11	0.02659367	17.48
12	0.02893749	38.13
13	0.03129743	31.53
14	0.03364181	16.58
15	0.03599741	26.95
16	0.03837056	27.42
17	0.04072550	40.21
18	0.04306379	33.87
19	0.04542660	31.50
20	0.04777178	38.05
21	0.05012063	27.81
22	0.05247668	47.70
23	0.05481151	28.48
24	0.05715810	50.79
25	0.05951958	42.67
26	0.06194563	63.54
27	0.06435959	59.07
28	0.06671010	76.82
29	0.06908837	85.40
30	0.07143346	90.54
