epoch	hours	top1Accuracy
1	0.00446471	22.25
2	0.00714056	35.12
3	0.01037096	17.58
4	0.01304424	59.90
5	0.01571989	42.43
6	0.01893369	36.74
7	0.02160951	29.06
8	0.02480678	7.97
9	0.02748088	52.08
10	0.03015405	44.70
11	0.03333743	22.66
12	0.03600249	19.89
13	0.03921834	10.00
14	0.04189188	23.80
15	0.04456059	32.21
16	0.04777129	53.34
17	0.05043632	43.44
18	0.05363060	20.23
19	0.05630000	24.58
20	0.05896263	34.30
21	0.06215801	30.17
22	0.06481483	32.81
23	0.06805140	29.21
24	0.07070210	32.83
25	0.07335606	34.28
26	0.07652182	32.37
27	0.07917311	43.83
28	0.08237544	39.53
29	0.08501635	40.96
30	0.08765610	45.57
31	0.09083592	40.93
32	0.09347540	48.46
33	0.09664751	34.35
34	0.09928881	56.01
35	0.10192867	61.40
36	0.10510932	55.05
37	0.10775529	40.48
38	0.11095971	46.51
39	0.11359923	32.62
40	0.11623852	61.82
41	0.11943551	71.53
42	0.12207678	69.68
43	0.12523001	61.94
44	0.12787144	79.69
45	0.13051281	83.82
46	0.13369692	87.74
47	0.13633355	88.67
48	0.13951906	89.86
49	0.14215986	91.95
50	0.14480116	92.60
