epoch	hours	top1Accuracy
1	0.00347953	35.90
2	0.00621400	26.85
3	0.00894273	43.81
4	0.01166338	44.37
5	0.01438777	49.59
6	0.01711641	55.32
7	0.01984189	67.16
8	0.02256784	47.23
9	0.02529678	71.78
10	0.02802323	69.24
11	0.03074982	68.74
12	0.03347736	78.91
13	0.03620909	73.91
14	0.03893441	75.48
15	0.04166517	76.77
16	0.04439469	81.25
17	0.04712481	74.56
18	0.04985219	75.36
19	0.05258139	83.04
20	0.05531124	78.15
21	0.05804007	76.16
22	0.06076872	80.07
23	0.06349925	84.99
24	0.06622878	81.23
25	0.06895867	81.63
26	0.07168998	86.25
27	0.07442386	84.70
28	0.07715631	84.59
29	0.07988861	82.86
30	0.08261925	88.23
31	0.08535045	86.41
32	0.08808133	89.40
33	0.09081490	87.08
34	0.09354899	89.26
35	0.09628083	90.10
36	0.09901255	85.27
37	0.10174414	89.57
38	0.10447461	90.39
39	0.10721001	90.69
40	0.10994307	90.62
41	0.11267484	90.49
42	0.11540479	90.90
43	0.11813570	91.09
44	0.12087077	91.34
45	0.12360138	91.32
46	0.12633277	91.34
47	0.12906758	91.30
48	0.13179933	91.54
49	0.13453300	91.57
50	0.13726552	91.66
