epoch	hours	top1Accuracy
1	0.00363085	29.00
2	0.00646032	35.32
3	0.00929514	38.06
4	0.01205763	38.29
5	0.01484239	40.20
6	0.01757547	43.82
7	0.02030264	48.76
8	0.02310399	52.09
9	0.02583830	65.66
10	0.02857916	63.37
11	0.03130010	64.52
12	0.03405334	66.91
13	0.03682253	74.22
14	0.03958405	70.70
15	0.04235453	76.24
16	0.04508945	72.93
17	0.04786846	67.95
18	0.05062243	78.83
19	0.05339566	78.63
20	0.05615717	81.68
21	0.05893053	83.43
22	0.06165891	82.69
23	0.06440871	82.99
24	0.06716820	84.10
25	0.06992957	81.09
26	0.07266828	84.30
27	0.07542128	83.33
28	0.07822095	82.76
29	0.08096709	85.31
30	0.08377047	86.17
31	0.08654444	84.37
32	0.08931225	85.71
33	0.09209774	84.57
34	0.09483165	86.58
35	0.09761057	86.25
36	0.10035558	85.69
37	0.10309353	87.39
38	0.10587538	86.79
39	0.10860901	87.51
40	0.11139645	87.18
41	0.11420122	87.99
42	0.11698048	87.19
43	0.11977668	88.02
44	0.12252310	87.90
45	0.12532543	88.35
46	0.12811284	88.61
47	0.13091856	88.28
48	0.13373389	88.47
49	0.13650107	88.50
50	0.13926299	88.47
