epoch	hours	top1Accuracy
1	0.00443707	16.82
2	0.00765481	15.37
3	0.01090561	38.39
4	0.01409799	20.25
5	0.01734853	39.07
6	0.02074164	24.84
7	0.02394245	29.92
8	0.02720143	42.73
9	0.03042133	37.83
10	0.03363778	26.17
11	0.03683051	54.87
12	0.04002361	37.16
13	0.04325066	24.46
14	0.04647635	48.84
15	0.04968361	24.21
16	0.05293090	25.48
17	0.05613355	40.40
18	0.05932725	42.67
19	0.06252777	54.17
20	0.06574713	45.60
21	0.06893339	25.88
22	0.07211430	41.18
23	0.07533162	45.51
24	0.07853321	45.34
25	0.08166995	51.26
26	0.08487717	53.93
27	0.08807338	60.34
28	0.09127394	45.64
29	0.09448993	62.86
30	0.09771252	62.90
31	0.10092707	51.37
32	0.10413206	56.20
33	0.10735800	43.31
34	0.11058549	66.85
35	0.11379091	77.77
36	0.11698553	61.62
37	0.12020002	61.72
38	0.12332865	81.09
39	0.12651629	78.44
40	0.12972650	74.80
41	0.13291966	84.47
42	0.13609571	83.23
43	0.13930455	82.32
44	0.14250357	86.58
45	0.14570637	89.68
46	0.14891907	87.12
47	0.15212215	91.07
48	0.15544532	91.59
49	0.15867468	92.76
50	0.16189953	92.95
