epoch	hours	top1Accuracy
1	0.00499966	10.00
2	0.00842069	17.31
3	0.01180410	15.16
4	0.01525328	10.87
5	0.01871439	17.21
6	0.02218593	21.37
7	0.02565554	25.56
8	0.02906114	16.79
9	0.03251112	37.61
10	0.03600159	34.38
11	0.03935658	36.96
12	0.04275169	34.44
13	0.04605556	23.75
14	0.04938838	14.68
15	0.05272223	30.82
16	0.05609068	45.02
17	0.05934024	37.39
18	0.06262212	39.13
19	0.06591412	40.20
20	0.06921111	63.49
21	0.07249245	52.08
22	0.07597792	37.02
23	0.07934247	64.79
24	0.08261712	54.35
25	0.08588617	72.38
26	0.08918560	72.89
27	0.09259130	80.00
28	0.09612514	82.33
29	0.09961186	83.05
30	0.10304784	83.52
