epoch	hours	top1Accuracy
1	0.00287812	35.04
2	0.00490161	44.53
3	0.00685832	44.80
4	0.00880251	49.20
5	0.01081321	52.72
6	0.01273991	48.57
7	0.01474514	48.29
8	0.01667176	48.96
9	0.01871116	55.38
10	0.02068457	54.21
11	0.02278180	54.73
12	0.02482842	65.73
13	0.02676413	58.12
14	0.02882750	67.20
15	0.03076062	66.21
16	0.03281730	63.42
17	0.03475665	61.29
18	0.03668395	69.90
19	0.03864101	60.71
20	0.04057206	62.78
21	0.04258136	63.19
22	0.04460065	63.40
23	0.04669820	66.01
24	0.04863603	65.09
25	0.05065773	58.46
26	0.05264143	71.77
27	0.05465428	71.68
28	0.05676995	66.61
29	0.05868638	67.13
30	0.06072577	69.89
31	0.06281395	59.55
32	0.06485132	62.79
33	0.06684912	65.15
34	0.06880466	58.21
35	0.07083091	72.31
36	0.07277379	72.26
37	0.07472608	73.40
38	0.07664646	76.56
39	0.07856321	75.04
40	0.08049222	75.80
41	0.08242202	69.27
42	0.08440580	73.64
43	0.08633522	75.54
44	0.08847488	72.98
45	0.09053871	79.34
46	0.09257903	74.83
47	0.09456253	75.25
48	0.09648935	77.30
49	0.09836519	76.60
50	0.10028617	77.80
51	0.10228152	79.86
52	0.10432922	80.64
53	0.10647520	78.06
54	0.10850827	81.69
55	0.11057310	81.31
56	0.11260426	82.05
57	0.11453930	83.15
58	0.11649801	83.40
59	0.11862258	84.35
60	0.12065824	84.80
