epoch	hours	top1Accuracy
1	0.00364034	19.85
2	0.00639788	28.59
3	0.00910474	17.63
4	0.01184702	41.17
5	0.01454834	29.05
6	0.01726941	42.35
7	0.02001368	32.66
8	0.02275487	42.24
9	0.02544859	36.63
10	0.02822547	48.32
11	0.03097912	40.48
12	0.03370730	39.97
13	0.03641737	40.07
14	0.03912591	49.05
15	0.04183381	39.70
16	0.04457909	52.36
17	0.04728852	40.78
18	0.04998105	47.53
19	0.05269549	36.95
20	0.05539430	46.08
21	0.05813183	36.60
22	0.06083352	42.12
23	0.06352808	50.29
24	0.06622878	48.49
25	0.06893638	42.19
26	0.07163556	54.07
27	0.07433341	49.81
28	0.07703924	53.40
29	0.07979505	47.90
30	0.08250077	64.16
31	0.08525207	53.79
32	0.08797465	58.27
33	0.09070249	53.66
34	0.09340697	59.47
35	0.09611848	60.31
36	0.09884297	59.97
37	0.10155651	58.28
38	0.10426383	58.26
39	0.10696350	60.98
40	0.10966185	61.62
41	0.11238991	61.36
42	0.11508312	67.12
43	0.11777966	62.41
44	0.12047712	68.76
45	0.12317633	56.92
46	0.12587986	69.21
47	0.12857912	59.79
48	0.13127562	74.40
49	0.13397449	73.58
50	0.13667156	86.62
