epoch	hours	top1Accuracy
1	0.00508457	15.94
2	0.00748090	21.56
3	0.01085263	15.48
4	0.01323561	56.45
5	0.01561891	34.82
6	0.01883208	22.52
7	0.02120425	46.33
8	0.02443819	13.61
9	0.02680447	37.42
10	0.02916847	29.94
11	0.03239106	26.49
12	0.03476378	41.53
13	0.03816021	40.13
14	0.04059849	41.49
15	0.04302549	15.79
16	0.04652178	56.95
17	0.04891858	48.92
18	0.05218421	56.78
19	0.05456576	48.54
20	0.05694608	19.92
21	0.06020052	57.41
22	0.06258819	58.21
23	0.06599861	50.18
24	0.06851864	73.00
25	0.07105157	54.59
26	0.07445502	80.62
27	0.07685266	76.58
28	0.08018587	77.61
29	0.08258902	89.98
30	0.08495661	90.84
