epoch	hours	top1Accuracy
1	0.00205993	18.91
2	0.00343043	28.43
3	0.00480614	32.42
4	0.00618052	38.85
5	0.00755244	44.39
6	0.00892398	47.17
7	0.01029696	51.09
8	0.01166927	54.33
9	0.01304602	56.32
10	0.01442020	58.00
11	0.01579694	59.25
12	0.01717173	61.33
13	0.01854823	62.36
14	0.01992767	64.03
15	0.02130493	64.42
16	0.02268234	65.18
17	0.02406180	66.75
18	0.02544126	67.43
19	0.02681944	67.71
20	0.02820043	68.50
21	0.02957765	69.04
22	0.03095605	69.75
23	0.03233564	70.72
24	0.03371385	70.60
25	0.03509299	71.31
26	0.03647362	70.82
27	0.03785191	72.11
28	0.03922971	71.49
29	0.04060876	72.07
30	0.04198919	73.15
31	0.04336948	72.33
32	0.04474860	73.30
33	0.04612753	73.49
34	0.04750562	73.49
35	0.04888542	73.92
36	0.05026533	75.07
37	0.05164938	74.76
38	0.05302707	74.71
39	0.05445735	74.91
40	0.05584378	75.28
41	0.05722214	75.85
42	0.05860094	74.88
43	0.05997996	75.48
44	0.06135763	75.94
45	0.06273470	76.05
46	0.06411169	75.96
47	0.06548866	76.75
48	0.06686771	76.46
49	0.06824694	77.20
50	0.06962760	76.69
51	0.07100665	77.45
52	0.07238574	76.78
53	0.07376454	77.52
54	0.07514339	77.88
55	0.07652369	78.12
56	0.07790429	77.86
57	0.07928418	77.79
58	0.08066374	78.20
59	0.08204408	77.80
60	0.08342124	78.14
61	0.08480162	78.72
62	0.08618140	78.55
63	0.08756013	78.08
64	0.08893937	77.62
65	0.09031968	78.81
66	0.09169867	78.69
67	0.09307825	78.61
68	0.09445708	79.10
69	0.09583625	79.04
70	0.09721504	79.34
71	0.09859389	79.18
72	0.09997142	79.09
73	0.10135178	78.94
74	0.10272938	79.76
75	0.10410804	79.75
76	0.10548521	79.58
77	0.10686286	79.21
78	0.10824258	79.74
79	0.10962379	79.55
80	0.11100486	79.54
81	0.11238228	79.78
82	0.11375969	79.79
83	0.11513957	79.79
84	0.11651946	80.09
85	0.11789790	79.34
86	0.11927687	80.07
87	0.12065722	79.81
88	0.12203642	79.84
89	0.12341478	79.93
90	0.12479967	79.72
91	0.12618048	79.99
92	0.12755972	80.19
93	0.12893799	80.17
94	0.13031885	80.03
95	0.13169795	80.15
96	0.13307679	80.21
97	0.13445457	80.06
98	0.13583390	80.07
99	0.13721178	80.18
100	0.13858825	80.09
