epoch	hours	top1Accuracy
1	0.01513424	34.76
2	0.01629110	41.68
3	0.01745535	43.85
4	0.01861468	42.53
5	0.01977480	47.26
6	0.02093930	51.07
7	0.02210639	49.18
8	0.02326944	49.36
9	0.02444167	45.76
10	0.02563565	48.81
11	0.02680375	50.03
12	0.02798013	49.66
13	0.02914727	48.22
14	0.03031432	47.39
15	0.03148144	46.78
16	0.03269908	44.73
17	0.03387441	39.49
18	0.03504232	33.07
19	0.03622044	27.28
20	0.03739211	24.52
21	0.03855976	22.41
22	0.03975946	21.62
23	0.04093331	20.61
24	0.04210832	20.05
25	0.04331792	20.03
26	0.04448923	19.59
27	0.04565408	19.00
28	0.04683298	18.66
29	0.04804512	17.39
30	0.04920494	15.76
31	0.05037243	11.97
32	0.05152767	10.03
33	0.05269442	9.87
34	0.05385538	9.82
35	0.05500856	9.86
36	0.05617683	10.08
37	0.05733800	9.92
38	0.05849162	9.99
39	0.05968705	10.19
40	0.06084499	10.61
41	0.06199582	10.91
42	0.06317237	11.31
43	0.06432861	12.15
44	0.06547713	11.98
45	0.06667186	11.19
46	0.06782153	10.60
47	0.06898181	10.10
48	0.07019447	10.01
49	0.07134178	10.00
50	0.07249294	10.00
51	0.07369112	10.00
52	0.07483673	10.00
53	0.07598351	10.00
54	0.07716456	10.00
55	0.07831138	10.00
56	0.07945591	10.00
57	0.08063646	10.00
58	0.08178032	10.00
59	0.08292944	10.00
60	0.08409521	10.00
