epoch	hours	top1Accuracy
1	0.00343358	15.02
2	0.00616460	21.61
3	0.00889371	20.58
4	0.01162247	27.83
5	0.01435008	29.18
6	0.01707898	41.57
7	0.01980429	26.48
8	0.02253434	42.60
9	0.02526156	42.18
10	0.02799207	51.98
11	0.03072209	52.26
12	0.03345618	52.97
13	0.03618663	55.20
14	0.03892102	57.80
15	0.04165173	58.56
16	0.04438260	59.73
17	0.04711754	60.72
18	0.04985215	61.67
19	0.05258586	61.84
20	0.05532134	62.72
21	0.05805637	63.17
22	0.06078785	63.62
23	0.06351886	64.59
24	0.06625323	64.96
25	0.06898583	64.01
26	0.07173008	65.87
27	0.07446590	65.79
28	0.07719919	66.46
29	0.07993048	67.02
30	0.08266131	67.22
31	0.08539370	67.22
32	0.08812855	67.80
33	0.09086940	67.66
34	0.09360606	67.88
35	0.09634223	68.38
36	0.09907952	68.04
37	0.10181262	68.41
38	0.10454597	68.74
39	0.10728251	68.75
40	0.11001609	68.97
41	0.11274714	68.82
42	0.11547751	69.01
43	0.11820892	69.05
44	0.12094533	69.23
45	0.12367587	68.97
46	0.12640761	69.17
47	0.12914230	69.15
48	0.13187434	69.40
49	0.13460835	69.23
50	0.13734317	69.27
