epoch	hours	top1Accuracy
1	0.00805181	12.39
2	0.01273258	10.00
3	0.01814738	10.14
4	0.02326159	10.00
5	0.02794843	9.99
6	0.03317309	10.00
7	0.03805750	9.98
8	0.04348682	10.98
9	0.04816997	13.84
10	0.05288335	13.93
11	0.05868548	21.56
12	0.06336740	18.66
13	0.06855278	23.64
14	0.07346421	20.41
15	0.07826855	27.86
16	0.08352602	25.54
17	0.08828150	27.85
18	0.09369143	27.07
19	0.09837299	27.27
20	0.10310317	32.07
21	0.10874133	35.34
22	0.11342073	33.60
23	0.11868722	36.95
24	0.12355142	39.18
25	0.12833968	39.19
