epoch	hours	top1Accuracy
1	0.00345908	10.48
2	0.00615341	18.79
3	0.00885617	29.67
4	0.01154850	29.56
5	0.01423804	25.40
6	0.01692007	28.16
7	0.01960434	37.20
8	0.02229063	43.93
9	0.02497652	45.37
10	0.02766268	48.51
11	0.03038405	49.88
12	0.03308675	52.33
13	0.03578922	53.27
14	0.03849190	55.02
15	0.04119541	52.88
16	0.04390116	55.51
17	0.04660398	54.49
18	0.04930911	57.63
19	0.05201330	55.54
20	0.05471861	57.79
21	0.05745482	56.87
22	0.06015868	57.36
23	0.06286426	57.71
24	0.06557147	59.08
25	0.06827653	59.64
26	0.07098327	59.94
27	0.07368948	58.61
28	0.07640269	59.54
29	0.07910933	59.14
30	0.08181452	59.09
31	0.08455253	58.56
32	0.08725940	58.83
33	0.08996685	58.14
34	0.09267415	58.16
35	0.09538199	58.27
36	0.09808984	59.10
37	0.10079854	57.47
38	0.10350759	58.14
39	0.10621753	57.97
40	0.10892337	58.30
41	0.11165785	57.56
42	0.11436193	58.80
43	0.11706590	57.53
44	0.11976885	59.14
45	0.12247529	58.13
46	0.12518086	59.62
47	0.12788504	58.34
48	0.13058835	59.63
49	0.13329255	59.79
50	0.13599559	59.65
