epoch	hours	top1Accuracy
1	0.00174416	57.13
2	0.00290211	62.86
3	0.00405917	76.38
4	0.00520875	76.51
5	0.00636951	75.73
6	0.01062699	82.99
7	0.01470722	83.46
8	0.01892416	83.58
9	0.02291799	79.04
10	0.02734455	79.97
11	0.03157019	72.56
12	0.03563117	64.56
13	0.03985249	73.09
14	0.04441424	71.05
15	0.04844844	70.75
16	0.05255601	62.87
17	0.05670921	58.14
18	0.06091506	58.86
19	0.06500149	55.43
20	0.06900397	59.11
21	0.07304513	64.45
22	0.07732392	56.91
23	0.08170259	68.71
24	0.08575234	65.25
25	0.08980939	65.65
26	0.09391544	72.62
27	0.09794766	72.96
28	0.10230277	63.66
29	0.10630197	74.18
30	0.11051982	72.04
31	0.11470467	72.30
32	0.11898728	66.04
33	0.12303011	67.31
34	0.12710769	72.54
35	0.13119253	60.76
36	0.13525387	71.92
37	0.13934556	79.62
38	0.14338802	69.93
39	0.14785024	69.19
40	0.15214459	73.44
41	0.15620992	64.38
42	0.16024741	77.88
43	0.16429411	77.60
44	0.16835504	71.56
45	0.17233990	68.16
46	0.17627940	69.64
47	0.18034138	62.42
48	0.18442137	62.09
49	0.18853267	71.68
50	0.19265243	73.68
51	0.19676482	77.46
52	0.20117532	72.06
53	0.20522015	72.63
54	0.20917587	69.17
55	0.21325177	74.00
56	0.21727240	73.30
57	0.22131390	79.97
58	0.22562893	73.74
59	0.22960399	77.35
60	0.23388153	78.15
61	0.23791279	76.20
62	0.24221946	78.95
63	0.24634033	76.03
64	0.25077633	73.55
65	0.25498308	80.50
66	0.25907593	78.17
67	0.26334079	79.12
68	0.26764205	75.51
69	0.27172221	82.13
70	0.27572508	76.97
71	0.27966177	78.47
72	0.28369668	79.36
73	0.28771696	78.67
74	0.29173914	77.11
75	0.29626131	76.56
76	0.30027614	80.18
77	0.30469402	82.48
78	0.30898225	79.78
79	0.31309320	76.51
80	0.31722850	81.13
81	0.32137402	79.88
82	0.32541359	79.91
83	0.32982373	82.08
84	0.33410555	81.60
85	0.33838570	83.27
86	0.34284065	79.78
87	0.34694104	82.66
88	0.35104415	83.82
89	0.35510576	82.75
90	0.35917693	83.19
91	0.36332762	84.33
92	0.36760013	85.35
93	0.37177659	85.22
94	0.37586986	86.02
95	0.38009157	86.36
96	0.38461529	86.30
97	0.38904101	86.40
98	0.39325969	86.95
99	0.39751548	87.33
100	0.40186880	87.38
