epoch	hours	top1Accuracy
1	0.00203527	33.05
2	0.00337661	48.07
3	0.00471996	58.77
4	0.00606390	62.68
5	0.00740803	68.19
6	0.00875401	71.82
7	0.01010083	73.24
8	0.01144728	75.94
9	0.01279476	76.61
10	0.01414289	78.36
11	0.01549148	81.31
12	0.01684024	80.26
13	0.01818957	79.28
14	0.01953819	82.19
15	0.02088676	80.77
16	0.02223556	80.43
17	0.02358592	83.77
18	0.02493499	82.17
19	0.02628537	84.74
20	0.02763540	84.60
21	0.02898518	83.32
22	0.03033613	84.55
23	0.03168656	84.77
24	0.03303592	82.16
25	0.03438625	84.70
26	0.03573673	84.08
27	0.03708707	84.97
28	0.03843636	86.54
29	0.03978637	84.01
30	0.04113549	85.47
31	0.04248539	84.89
32	0.04383485	86.22
33	0.04518456	84.85
34	0.04653621	85.93
35	0.04788633	86.84
36	0.04923697	85.33
37	0.05058837	85.43
38	0.05193840	85.72
39	0.05328845	85.03
40	0.05463934	85.71
41	0.05598929	85.47
42	0.05733965	85.03
43	0.05869048	85.99
44	0.06004150	86.14
45	0.06139229	85.44
46	0.06274186	87.32
47	0.06409058	84.32
48	0.06544050	87.16
49	0.06679052	86.98
50	0.06814006	86.41
51	0.06949043	84.21
52	0.07083994	85.94
53	0.07218893	85.63
54	0.07353872	86.20
55	0.07488795	86.29
56	0.07623681	85.22
57	0.07758612	86.98
58	0.07893520	87.98
59	0.08028363	86.71
60	0.08163231	86.83
61	0.08298116	85.25
62	0.08433061	87.99
63	0.08567900	87.52
64	0.08702807	86.47
65	0.08837690	86.80
66	0.08972656	86.48
67	0.09107613	87.43
68	0.09242508	85.91
69	0.09377249	87.92
70	0.09512140	87.38
71	0.09647020	87.34
72	0.09781752	86.39
73	0.09916417	87.92
74	0.10051079	88.26
75	0.10185745	87.66
76	0.10320478	88.71
77	0.10455225	88.58
78	0.10589925	88.23
79	0.10724590	88.06
80	0.10859170	89.20
81	0.10993943	89.33
82	0.11128904	88.89
83	0.11263535	88.45
84	0.11398111	88.44
85	0.11532755	89.21
86	0.11667318	89.16
87	0.11802049	89.17
88	0.11936691	88.80
89	0.12071247	89.20
90	0.12205764	89.51
91	0.12340281	89.25
92	0.12474900	89.50
93	0.12609488	89.80
94	0.12744027	89.75
95	0.12878530	89.93
96	0.13013033	89.85
97	0.13147576	90.08
98	0.13282225	89.97
99	0.13416667	90.03
100	0.13551164	90.10
