epoch	hours	top1Accuracy
1	0.00443866	38.72
2	0.00712127	30.24
3	0.01034249	13.93
4	0.01303256	61.01
5	0.01572269	36.15
6	0.01894224	50.07
7	0.02163269	39.58
8	0.02485212	20.29
9	0.02754287	45.63
10	0.03024041	57.68
11	0.03348499	53.93
12	0.03617887	43.50
13	0.03942188	29.00
14	0.04211221	50.36
15	0.04480094	20.24
16	0.04798650	49.43
17	0.05068071	47.59
18	0.05390158	46.43
19	0.05658988	55.70
20	0.05928036	65.08
21	0.06252526	39.27
22	0.06521815	45.99
23	0.06843233	27.03
24	0.07112431	71.31
25	0.07381876	55.75
26	0.07705646	54.27
27	0.07974642	66.63
28	0.08296917	51.10
29	0.08566001	58.70
30	0.08835258	70.63
31	0.09155883	66.35
32	0.09424923	70.88
33	0.09746449	62.15
34	0.10016037	74.68
35	0.10285172	78.46
36	0.10606334	73.59
37	0.10875233	85.22
38	0.11197519	65.82
39	0.11465909	73.92
40	0.11734414	65.64
41	0.12052922	84.47
42	0.12321254	87.10
43	0.12643260	84.52
44	0.12911041	86.45
45	0.13178806	90.43
46	0.13500931	89.84
47	0.13768703	92.91
48	0.14090178	92.87
49	0.14358115	93.21
50	0.14626399	93.70
