epoch	hours	top1Accuracy
1	0.00703171	15.04
2	0.01177165	10.00
3	0.01714573	10.02
4	0.02212840	16.08
5	0.02691133	13.79
6	0.03214017	10.49
7	0.03682446	11.83
8	0.04234142	10.00
9	0.04719073	12.63
10	0.05188112	10.00
11	0.05734214	13.40
12	0.06208983	16.71
13	0.06877042	19.41
14	0.07647301	20.01
15	0.08356205	20.22
16	0.09206486	21.48
17	0.10018150	24.06
18	0.10680555	24.74
19	0.11496275	25.72
20	0.12286055	28.97
21	0.13118403	29.52
22	0.13843020	31.11
23	0.14696822	30.19
24	0.15480967	32.13
25	0.16265376	32.15
