epoch	hours	top1Accuracy
1	0.00204265	25.40
2	0.00338699	34.62
3	0.00473208	43.55
4	0.00607718	49.28
5	0.00742041	55.06
6	0.00876380	60.06
7	0.01010829	64.89
8	0.01145386	66.45
9	0.01279996	68.91
10	0.01414678	70.97
11	0.01549297	72.03
12	0.01684322	72.92
13	0.01819188	75.23
14	0.01954060	72.95
15	0.02088776	75.53
16	0.02223570	76.99
17	0.02358463	76.59
18	0.02493379	77.70
19	0.02628216	78.86
20	0.02763375	79.89
21	0.02898342	80.46
22	0.03033264	79.45
23	0.03168177	76.55
24	0.03303134	81.79
25	0.03438069	81.03
26	0.03572984	78.47
27	0.03707902	81.14
28	0.03842823	82.55
29	0.03977775	82.00
30	0.04112797	81.24
31	0.04247804	82.16
32	0.04382758	81.50
33	0.04517684	82.72
34	0.04652822	83.35
35	0.04787863	82.81
36	0.04922847	82.63
37	0.05057910	83.13
38	0.05192872	83.82
39	0.05327956	82.77
40	0.05462951	83.49
41	0.05597966	84.32
42	0.05732997	84.06
43	0.05868039	84.34
44	0.06003096	82.40
45	0.06138151	82.74
46	0.06273249	84.75
47	0.06408276	83.11
48	0.06543315	84.76
49	0.06678399	85.10
50	0.06813476	85.30
51	0.06948540	84.86
52	0.07083517	84.35
53	0.07218571	84.30
54	0.07353680	83.86
55	0.07488801	85.28
56	0.07623948	85.69
57	0.07759171	84.46
58	0.07894408	85.36
59	0.08029629	84.37
60	0.08164805	85.26
61	0.08299893	83.83
62	0.08435164	84.98
63	0.08570373	84.88
64	0.08705467	85.19
65	0.08840762	85.57
66	0.08975904	85.69
67	0.09111083	85.75
68	0.09246355	85.18
69	0.09381404	85.17
70	0.09516541	86.25
71	0.09651728	85.61
72	0.09786943	85.56
73	0.09922077	85.68
74	0.10057219	86.16
75	0.10192279	85.62
76	0.10327461	85.99
77	0.10462573	86.25
78	0.10597863	85.86
79	0.10733185	85.26
80	0.10868534	86.40
81	0.11003707	86.13
82	0.11138907	85.76
83	0.11274126	86.43
84	0.11409313	86.60
85	0.11544384	86.08
86	0.11679635	86.47
87	0.11814785	85.91
88	0.11949896	86.55
89	0.12085121	86.65
90	0.12220257	86.50
91	0.12355354	86.85
92	0.12490495	86.64
93	0.12625618	86.62
94	0.12760734	86.82
95	0.12895997	86.66
96	0.13031213	86.78
97	0.13166568	86.85
98	0.13301699	86.86
99	0.13436866	86.74
100	0.13572073	86.81
