epoch	hours	top1Accuracy
1	0.01449782	37.59
2	0.02824747	50.58
3	0.04155546	51.21
4	0.05461272	64.89
5	0.06782499	62.17
6	0.08058433	68.36
7	0.09382683	75.61
8	0.10665940	72.75
9	0.11914176	73.42
10	0.13239859	76.95
11	0.14560614	75.02
12	0.15862697	74.55
13	0.17194869	67.89
14	0.18578691	75.38
15	0.19881858	78.94
16	0.21211370	75.67
17	0.22544823	70.06
18	0.23903597	74.69
19	0.25173412	73.89
20	0.26469041	80.83
21	0.27845528	82.60
22	0.29186392	65.57
23	0.30445819	76.63
24	0.31744554	74.09
25	0.33024838	75.09
26	0.34252424	79.18
27	0.35518654	81.82
28	0.36785659	79.37
29	0.38049188	79.28
30	0.39350758	79.92
31	0.40633500	74.65
32	0.41959211	72.20
33	0.43272358	76.13
34	0.44612042	79.99
35	0.45876711	80.28
36	0.47212694	79.46
37	0.48533167	80.56
38	0.49858251	78.91
39	0.51144504	81.67
40	0.52488358	69.35
41	0.53768951	74.99
42	0.55037698	80.17
43	0.56281693	80.97
44	0.57582448	82.13
45	0.58869310	83.01
46	0.60162894	79.82
47	0.61523415	77.44
48	0.62811993	81.99
49	0.64130531	84.07
50	0.65433385	81.65
51	0.66758658	82.02
52	0.68045115	84.76
53	0.69334736	83.55
54	0.70608272	81.08
55	0.71864187	81.45
56	0.73059966	80.40
57	0.74366770	85.51
58	0.75594114	79.35
59	0.76881476	81.26
60	0.78200872	83.62
61	0.79480542	77.25
62	0.80803069	83.47
63	0.82120942	81.36
64	0.83399866	85.65
65	0.84702734	81.99
66	0.86002165	82.06
67	0.87284838	85.35
68	0.88649809	83.72
69	0.89950215	84.33
70	0.91261564	86.36
71	0.92600631	80.53
72	0.93879270	81.31
73	0.95167473	83.84
74	0.96472630	85.39
75	0.97758100	82.48
76	0.99025955	86.27
77	1.00317934	85.52
78	1.01598677	84.36
79	1.02942075	85.26
80	1.04242515	85.47
81	1.05451931	87.04
82	1.06765912	85.66
83	1.08043829	86.11
84	1.09370742	88.15
85	1.10745875	86.64
86	1.12034887	86.00
87	1.13304843	87.75
88	1.14567512	87.71
89	1.15855712	88.77
90	1.17168675	89.55
91	1.18462220	89.69
92	1.19810591	89.96
93	1.21134353	90.26
94	1.22456811	89.57
95	1.23706484	91.24
96	1.25011414	91.38
97	1.26307478	91.57
98	1.27628786	91.69
99	1.28904152	91.87
100	1.30209707	92.10
