epoch	hours	top1Accuracy
1	0.00493030	18.77
2	0.00736523	29.65
3	0.01075148	12.84
4	0.01320153	45.15
5	0.01565008	43.07
6	0.01901324	18.85
7	0.02143858	33.11
8	0.02474777	14.36
9	0.02717735	37.84
10	0.02960838	42.66
11	0.03313284	42.87
12	0.03555961	34.70
13	0.03883181	17.18
14	0.04123755	44.53
15	0.04366375	22.43
16	0.04694022	40.79
17	0.04934736	30.48
18	0.05276457	48.04
19	0.05519270	46.41
20	0.05763319	31.93
21	0.06102988	45.07
22	0.06343911	31.36
23	0.06688200	35.34
24	0.06930996	39.89
25	0.07174395	34.76
26	0.07516248	48.67
27	0.07758428	53.52
28	0.08107296	46.79
29	0.08348384	48.04
30	0.08592738	50.44
31	0.08932171	43.84
32	0.09173516	31.02
33	0.09514954	26.30
34	0.09757132	41.23
35	0.10002002	42.59
36	0.10344066	62.51
37	0.10588294	64.92
38	0.10929643	43.95
39	0.11171071	61.40
40	0.11412505	74.46
41	0.11761356	47.22
42	0.12004677	59.96
43	0.12343650	63.05
44	0.12583961	72.44
45	0.12827034	75.64
46	0.13169998	87.31
47	0.13410726	87.73
48	0.13743356	86.73
49	0.13984156	92.07
50	0.14226923	93.27
