epoch	hours	top1Accuracy
1	0.00260187	36.98
2	0.00456209	48.20
3	0.00664559	61.12
4	0.00859043	68.69
5	0.01055606	68.64
6	0.01252172	73.29
7	0.01451486	75.05
8	0.01645307	73.57
9	0.01844971	69.49
10	0.02044207	72.67
11	0.02233696	71.03
12	0.02416986	73.90
13	0.02611784	75.59
14	0.02818095	74.97
15	0.03013522	65.71
16	0.03210651	76.55
17	0.03405137	70.02
18	0.03611121	78.22
19	0.03805605	70.89
20	0.04012275	79.02
21	0.04220142	75.38
22	0.04420708	79.32
23	0.04626588	72.86
24	0.04825303	73.18
25	0.05022116	74.00
26	0.05217413	78.59
27	0.05411822	75.76
28	0.05613950	73.35
29	0.05814775	81.21
30	0.06011057	75.13
31	0.06206695	78.05
32	0.06409139	78.83
33	0.06602418	79.86
34	0.06797888	78.65
35	0.06991872	80.58
36	0.07193978	78.95
37	0.07387893	82.98
38	0.07582713	82.89
39	0.07776709	76.92
40	0.07987942	80.61
41	0.08182994	82.71
42	0.08378947	80.85
43	0.08575015	75.18
44	0.08779965	76.13
45	0.08975125	81.95
46	0.09173750	77.61
47	0.09368711	80.37
48	0.09580536	82.81
49	0.09775180	80.59
50	0.09968736	83.14
51	0.10163837	79.02
52	0.10360347	84.40
53	0.10560039	82.01
54	0.10754599	82.32
55	0.10958722	81.90
56	0.11154774	81.01
57	0.11352300	83.12
58	0.11549215	83.65
59	0.11747490	78.70
60	0.11942434	82.66
61	0.12136314	80.95
62	0.12331077	83.82
63	0.12525690	82.61
64	0.12720345	84.13
65	0.12915777	82.40
66	0.13109539	83.14
67	0.13312564	81.93
68	0.13506976	83.54
69	0.13703570	83.65
70	0.13890252	85.13
71	0.14095959	84.73
72	0.14293549	82.23
73	0.14498773	82.60
74	0.14695715	85.70
75	0.14890619	86.64
76	0.15089731	85.78
77	0.15284191	83.38
78	0.15488020	86.75
79	0.15687418	85.59
80	0.15881085	86.71
81	0.16076709	87.76
82	0.16270454	85.99
83	0.16464745	85.88
84	0.16658601	85.19
85	0.16851036	86.86
86	0.17047044	88.79
87	0.17241895	87.49
88	0.17437386	88.65
89	0.17630473	88.22
90	0.17825796	87.73
91	0.18019894	89.49
92	0.18212649	89.91
93	0.18409576	89.98
94	0.18602968	90.15
95	0.18797172	90.59
96	0.18992175	90.61
97	0.19195649	91.29
98	0.19398059	91.25
99	0.19592190	91.38
100	0.19788906	91.54
