epoch	hours	top1Accuracy
1	0.00685204	14.62
2	0.01160726	13.55
3	0.01630868	10.00
4	0.02102194	10.00
5	0.02574065	10.00
6	0.03063320	10.00
7	0.03538555	9.98
8	0.04010305	10.00
9	0.04481710	10.00
10	0.04955117	10.00
11	0.05498554	8.61
12	0.05975993	10.00
13	0.06447041	10.00
14	0.06917728	10.05
15	0.07396288	10.00
16	0.07866885	10.39
17	0.08355194	9.28
18	0.08824996	10.00
19	0.09295864	12.07
20	0.09766089	12.01
21	0.10292443	10.00
22	0.10762419	12.82
23	0.11252337	13.11
24	0.11721633	10.28
25	0.12190757	11.75
