epoch	hours	top1Accuracy
1	0.00456306	29.01
2	0.00779468	41.52
3	0.01105491	45.02
4	0.01425075	56.43
5	0.01737958	54.04
6	0.02062222	25.05
7	0.02377019	20.48
8	0.02702300	16.63
9	0.03023369	38.86
10	0.03357292	38.47
11	0.03670044	18.52
12	0.03995633	26.20
13	0.04325214	26.99
14	0.04648223	21.51
15	0.04971769	49.07
16	0.05297598	31.92
17	0.05621708	34.98
18	0.05937036	49.45
19	0.06260946	33.09
20	0.06580912	40.38
21	0.06903282	46.59
22	0.07226376	24.05
23	0.07548842	48.46
24	0.07871950	12.52
25	0.08194258	10.01
26	0.08513601	47.48
27	0.08833590	67.56
28	0.09157367	58.39
29	0.09477743	36.22
30	0.09795563	64.32
31	0.10115200	55.80
32	0.10435515	69.97
33	0.10759511	69.73
34	0.11082582	59.47
35	0.11402966	69.43
36	0.11722419	53.23
37	0.12042490	66.12
38	0.12366742	79.05
39	0.12689585	78.20
40	0.13008812	70.14
41	0.13334623	78.25
42	0.13659193	83.76
43	0.13977803	80.37
44	0.14298435	88.02
45	0.14620862	90.12
46	0.14945016	88.11
47	0.15264897	91.23
48	0.15588375	92.27
49	0.15908549	92.34
50	0.16228856	93.12
