epoch	hours	top1Accuracy
1	0.00280775	36.91
2	0.00397516	58.94
3	0.00516076	66.16
4	0.00633104	62.66
5	0.00759671	77.99
6	0.00878783	71.08
7	0.00996281	71.87
8	0.01115061	77.26
9	0.01242074	72.28
10	0.01359388	77.22
11	0.01483604	74.76
12	0.01601931	77.73
13	0.01719092	78.29
14	0.01840615	75.64
15	0.01958132	76.93
16	0.02080326	75.92
17	0.02204409	75.02
18	0.02321815	68.69
19	0.02439423	70.12
20	0.02561121	74.57
21	0.02678384	77.07
22	0.02796386	67.71
23	0.02917976	76.70
24	0.03035215	67.24
25	0.03153320	78.17
26	0.03271591	74.41
27	0.03389273	78.01
28	0.03509465	73.71
29	0.03627255	74.32
30	0.03744879	72.13
31	0.03867454	76.24
32	0.03985157	77.94
33	0.04103027	69.70
34	0.04229708	73.99
35	0.04349368	77.43
36	0.04467261	76.09
37	0.04589595	78.62
38	0.04707323	79.87
39	0.04825329	81.18
40	0.04946596	81.77
