epoch	hours	top1Accuracy
1	0.01007413	10.00
2	0.01742424	10.50
3	0.02526703	12.20
4	0.03343979	9.75
5	0.04146507	10.29
6	0.04997392	12.60
7	0.05783708	10.00
8	0.06625090	10.17
9	0.07279815	10.09
10	0.08121873	10.00
11	0.08965048	15.56
12	0.09769804	10.84
13	0.10605949	16.44
14	0.11261392	20.15
15	0.12116528	14.84
16	0.12972651	15.01
17	0.13747239	18.89
18	0.14612303	21.43
19	0.15406995	19.95
20	0.15986604	26.56
21	0.16907568	24.81
22	0.17729886	28.91
23	0.18574493	30.42
24	0.19324290	32.18
25	0.20020770	32.39
