epoch	hours	top1Accuracy
1	0.00456050	21.77
2	0.00723969	20.82
3	0.01045959	11.37
4	0.01314562	13.35
5	0.01583089	11.80
6	0.01903628	16.95
7	0.02171917	18.31
8	0.02492387	20.17
9	0.02760743	22.35
10	0.03029383	28.73
11	0.03351645	32.02
12	0.03620275	26.78
13	0.03942534	25.05
14	0.04211000	20.42
15	0.04479712	16.44
16	0.04806875	23.70
17	0.05076141	38.26
18	0.05401924	34.61
19	0.05670776	27.97
20	0.05939830	27.58
21	0.06265545	36.86
22	0.06534807	14.66
23	0.06858784	12.34
24	0.07129023	26.74
25	0.07399378	55.45
26	0.07724875	56.23
27	0.07993771	46.84
28	0.08319995	38.53
29	0.08588757	55.58
30	0.08857468	50.39
31	0.09182736	69.69
32	0.09451374	66.35
33	0.09774114	63.15
34	0.10042346	63.26
35	0.10310727	58.26
36	0.10633404	77.06
37	0.10902651	74.40
38	0.11222585	66.12
39	0.11490935	73.79
40	0.11759590	69.53
41	0.12081769	78.80
42	0.12350717	80.85
43	0.12670335	78.42
44	0.12938872	79.35
45	0.13207600	83.20
46	0.13531677	82.01
47	0.13800702	83.28
48	0.14121315	82.42
49	0.14390012	83.60
50	0.14658639	84.03
