epoch	hours	top1Accuracy
1	0.00463881	42.26
2	0.00701298	25.71
3	0.00938071	50.56
4	0.01176053	32.58
5	0.01414365	11.09
6	0.01655281	29.81
7	0.01894943	11.95
8	0.02134950	22.59
9	0.02374634	14.29
10	0.02612974	17.61
11	0.02942614	61.95
12	0.03179730	11.24
13	0.03417268	14.03
14	0.03655721	28.42
15	0.03891927	10.36
16	0.04131756	20.71
17	0.04371173	25.49
18	0.04608590	25.97
19	0.04846171	16.99
20	0.05083400	35.55
21	0.05407117	60.57
22	0.05646107	13.58
23	0.05882751	13.73
24	0.06118643	25.29
25	0.06357778	16.07
26	0.06593937	31.41
27	0.06829503	19.64
28	0.07065834	41.04
29	0.07302564	41.83
30	0.07537988	67.00
