epoch	hours	top1Accuracy
1	0.00347400	23.73
2	0.00615989	27.36
3	0.00888609	33.36
4	0.01157159	35.93
5	0.01426050	47.08
6	0.01698347	37.95
7	0.01967186	25.47
8	0.02239679	32.31
9	0.02508896	33.53
10	0.02778200	20.79
11	0.03051105	20.26
12	0.03320169	30.62
13	0.03592529	21.00
14	0.03860980	14.30
15	0.04129334	12.38
16	0.04401090	10.00
17	0.04669278	10.30
18	0.04940690	10.00
19	0.05208125	10.00
20	0.05475480	10.00
21	0.05745605	9.04
22	0.06012262	8.71
23	0.06281705	8.66
24	0.06547028	8.75
25	0.06812051	10.00
26	0.07079921	10.00
27	0.07343448	10.00
28	0.07609831	10.00
29	0.07872693	10.00
30	0.08134801	10.00
31	0.08400784	10.00
32	0.08662883	10.00
33	0.08927971	10.00
34	0.09188883	10.00
35	0.09449855	10.00
36	0.09713221	10.00
37	0.09972435	10.00
38	0.10235084	10.00
39	0.10494103	10.00
40	0.10753282	10.00
41	0.11015754	10.00
42	0.11274571	10.00
43	0.11536759	10.00
44	0.11795180	10.00
45	0.12053999	10.00
46	0.12315894	10.00
47	0.12573770	10.00
48	0.12835076	10.00
49	0.13093007	10.00
50	0.13350815	10.00
