epoch	hours	top1Accuracy
1	0.00345542	16.71
2	0.00614500	26.31
3	0.00883122	30.78
4	0.01152005	41.34
5	0.01421826	42.33
6	0.01691069	46.73
7	0.01960724	47.26
8	0.02230439	51.02
9	0.02500298	49.95
10	0.02770204	51.69
11	0.03043447	50.09
12	0.03313428	53.23
13	0.03582972	52.74
14	0.03852437	53.66
15	0.04122010	51.88
16	0.04391661	51.28
17	0.04661265	51.36
18	0.04930909	53.98
19	0.05200782	52.46
20	0.05470606	51.82
21	0.05743646	53.55
22	0.06013305	53.43
23	0.06283189	55.23
24	0.06553288	55.38
25	0.06823312	57.86
26	0.07093157	59.62
27	0.07363021	60.63
28	0.07633811	62.10
29	0.07903769	60.98
30	0.08173900	63.18
31	0.08447146	61.37
32	0.08716953	63.09
33	0.08986782	62.37
34	0.09256736	64.22
35	0.09526733	63.67
36	0.09796716	63.69
37	0.10066693	63.30
38	0.10336474	63.53
39	0.10606470	63.85
40	0.10876741	64.41
41	0.11150285	63.98
42	0.11420161	63.44
43	0.11690180	64.31
44	0.11960057	63.66
45	0.12230239	64.84
46	0.12500440	64.99
47	0.12770347	66.14
48	0.13040214	67.25
49	0.13310328	68.47
50	0.13580252	69.24
