epoch	hours	top1Accuracy
1	0.00668606	24.74
2	0.01149091	10.03
3	0.01619750	10.00
4	0.02093056	13.14
5	0.02572611	10.00
6	0.03049060	10.00
7	0.03507319	10.00
8	0.03968475	10.00
9	0.04435761	10.00
10	0.04889628	10.00
11	0.05404485	10.00
12	0.05872874	10.00
13	0.06327596	10.00
14	0.06787679	10.00
15	0.07245444	10.00
16	0.07707560	10.00
17	0.08162585	10.00
18	0.08632192	10.00
19	0.09103334	10.00
20	0.09557854	10.00
21	0.10067900	10.00
22	0.10528607	10.00
23	0.10989473	10.00
24	0.11445417	10.00
25	0.11903763	10.00
