epoch	hours	top1Accuracy
1	0.00210404	58.43
2	0.00721197	64.09
3	0.01221983	67.71
4	0.01715898	69.45
5	0.02216919	67.97
6	0.02712115	60.50
7	0.03224444	63.33
8	0.03697961	61.29
9	0.04195114	55.98
10	0.04710617	54.43
11	0.05234214	49.24
12	0.05742265	35.83
13	0.06246019	43.95
14	0.06761213	53.32
15	0.07271554	59.23
16	0.07775156	58.85
17	0.08309306	54.34
18	0.08800513	57.40
19	0.09264664	66.46
20	0.09769099	61.68
21	0.10274747	66.60
22	0.10773957	63.40
23	0.11250957	57.62
24	0.11850911	59.53
25	0.12471571	67.59
26	0.13013102	61.83
27	0.13557928	69.20
28	0.14107440	65.48
29	0.14661340	70.08
30	0.15207866	67.49
31	0.15754745	65.12
32	0.16302250	63.61
33	0.16848475	68.73
34	0.17375530	70.85
35	0.17911506	67.41
36	0.18451431	70.03
37	0.18991007	62.87
38	0.19523538	70.86
39	0.20051763	74.09
40	0.20584813	63.71
41	0.21130635	67.91
42	0.21667979	71.69
43	0.22206708	67.02
44	0.22714038	67.23
45	0.23325104	73.78
46	0.23977880	73.95
47	0.24634465	69.57
48	0.25172011	66.50
49	0.25714526	70.34
50	0.26251829	72.41
51	0.26811699	73.48
52	0.27362897	65.87
53	0.27970912	73.79
54	0.28537768	76.21
55	0.29089691	74.78
56	0.29645319	73.04
57	0.30221481	67.77
58	0.30766440	77.00
59	0.31317145	76.71
60	0.31855369	74.05
61	0.32389874	72.51
62	0.32805057	72.25
63	0.33235067	72.87
64	0.33665642	74.35
65	0.34099002	76.13
66	0.34561427	78.14
67	0.34980573	75.35
68	0.35440317	75.25
69	0.35886308	75.16
70	0.36316293	76.97
71	0.36721940	72.34
72	0.37136330	78.74
73	0.37541720	74.87
74	0.37949668	75.93
75	0.38359129	79.55
76	0.38832803	75.68
77	0.39198494	79.89
78	0.39620540	71.07
79	0.40052449	79.11
80	0.40479621	77.85
81	0.40913679	77.88
82	0.41330921	79.10
83	0.41750443	78.39
84	0.42131339	80.19
85	0.42540501	81.01
86	0.42994348	79.53
87	0.43464791	81.25
88	0.43874499	80.50
89	0.44276117	82.17
90	0.44698154	81.31
91	0.45111260	82.11
92	0.45559183	83.19
93	0.45993460	83.36
94	0.46437081	83.29
95	0.46854836	84.90
96	0.47264481	82.98
97	0.47684685	84.81
98	0.48107850	84.44
99	0.48535810	85.55
100	0.48961385	85.65
