epoch	hours	top1Accuracy
1	0.00515318	33.86
2	0.00632458	43.30
3	0.00750161	50.40
4	0.00867387	52.92
5	0.00984433	54.31
6	0.01101996	61.17
7	0.01219536	56.73
8	0.01336692	62.18
9	0.01455219	60.48
10	0.01576656	58.07
11	0.01694422	64.10
12	0.01812818	58.99
13	0.01930554	59.02
14	0.02047962	63.36
15	0.02165622	59.57
16	0.02283441	63.88
17	0.02401256	60.31
18	0.02518767	56.03
19	0.02636423	51.28
20	0.02754506	50.65
21	0.02872036	43.38
22	0.02989305	43.47
23	0.03107176	28.09
24	0.03224936	26.26
25	0.03342818	27.63
26	0.03461201	24.69
27	0.03578951	17.07
28	0.03697188	15.97
29	0.03815228	12.73
30	0.03932950	10.26
31	0.04051450	10.00
32	0.04169194	10.00
33	0.04286964	10.00
34	0.04404937	10.00
35	0.04522505	10.00
36	0.04639888	10.00
37	0.04758282	10.00
38	0.04875609	10.00
39	0.04993620	10.00
40	0.05111551	10.00
