epoch	hours	top1Accuracy
1	0.00477225	11.22
2	0.00818947	35.02
3	0.01151005	18.31
4	0.01485180	20.81
5	0.01818527	35.83
6	0.02155578	23.47
7	0.02479647	10.40
8	0.02825212	33.56
9	0.03156341	22.60
10	0.03502860	30.42
11	0.03838994	28.09
12	0.04180058	49.49
13	0.04513354	40.44
14	0.04841908	54.22
15	0.05177183	46.22
16	0.05504969	50.57
17	0.05845041	59.06
18	0.06158025	56.00
19	0.06497993	65.83
20	0.06826235	52.47
21	0.07172886	63.40
22	0.07512813	57.72
23	0.07849648	62.68
24	0.08181393	71.96
25	0.08517800	81.56
26	0.08850070	81.18
27	0.09174923	88.98
28	0.09505040	89.28
29	0.09833123	91.60
30	0.10154490	92.08
