epoch	hours	top1Accuracy
1	0.00341215	10.26
2	0.00609518	23.80
3	0.00881199	31.60
4	0.01150383	34.93
5	0.01419681	37.11
6	0.01692649	42.01
7	0.01962068	44.55
8	0.02234944	47.02
9	0.02504647	48.94
10	0.02774488	50.36
11	0.03047991	52.24
12	0.03317811	52.94
13	0.03590832	53.10
14	0.03860808	53.66
15	0.04130723	53.41
16	0.04403903	54.02
17	0.04673783	55.06
18	0.04947222	54.67
19	0.05217301	55.89
20	0.05487426	56.17
21	0.05760964	56.79
22	0.06031704	56.81
23	0.06305538	57.85
24	0.06575802	58.83
25	0.06850445	58.71
26	0.07125860	59.35
27	0.07396356	58.89
28	0.07670321	58.85
29	0.07940794	58.82
30	0.08211228	58.07
31	0.08485077	58.04
32	0.08756143	58.58
33	0.09035134	57.59
34	0.09306419	57.70
35	0.09576888	58.52
36	0.09850921	60.46
37	0.10121315	60.01
38	0.10394968	59.93
39	0.10665329	60.24
40	0.10935813	60.14
41	0.11209638	60.78
42	0.11480073	61.27
43	0.11754079	60.86
44	0.12025113	61.39
45	0.12300599	61.33
46	0.12574824	61.69
47	0.12845650	61.56
48	0.13119616	61.33
49	0.13391117	61.57
50	0.13661737	61.54
